TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1475972133863968772,LeiaBryant13,2021-12-28 23:29:13+00:00,0,Jews,RT @GhostUnit07: @LeiaBryant13 Jesus was a Jew but Jews didn't exist untill after Jesus? I'm so confused.,No,"The tweet does not exhibit any form of antisemitism. It humorously addresses a historical interpretation about the identification of Jesus with Judaism and the existence of Jews, without targeting any specific individual or group negatively. The statement is based on semantic distinctions rather than any negative stereotypes or dehumanizing language towards Jews.

The IHRA defines antisemitism as involving hate directed toward Jews, expressed through rhetoric, physical actions, or systemic discrimination. This tweet does not meet those criteria; it simply questions a historical understanding without targeting Jews negatively.",No,"The tweet in question does not contain any content that aligns with the JDA's definition of antisemitism. It addresses a historical and theological question about Jesus and the existence of Jews during his time, without promoting or implying any form of discrimination, prejudice, or hostile generalizations against Jewish people. The discussion is purely academic and does not touch upon any harmful stereotypes or negative connotations directed specifically at Jewish individuals or communities."
1471948577035460615,calvinj27560,2021-12-17 21:01:02+00:00,0,Jews,"RT @JoshMandelOhio: Unlike most liberal Jews, President Trump actually has Jewish grandkids.  Trump was the best President for Israel and t�",No,"The tweet uses a stereotype that associates President Trump with ""liberal Jews"" who have ""Jewish grandkids,"" implying they are somehow inferior compared to Trump. This stereotype targets the community of liberal Jews and their perceived characteristics without factual basis, aligning with antisemitic practices by using negative stereotypes about Jewish individuals or groups.

The tweet's content perpetuates harmful stereotypes and judgments based on characteristics tied to Jewish heritage, contributing to antisemitism according to the IHRA definition.",No,"The tweet does not exhibit antisemitic characteristics. It references President Trump's personal family, mentioning he has Jewish grandkids, without employing any slurs or stereotypes that generalize about Jews as a group. Additionally, it evaluates the President's effectiveness for Israel, which is unrelated to anti-Semitic content."
1450239787315646465,LeahEloise2,2021-10-18 23:18:04+00:00,0,Jews,@ElliottRHams It�s a joke about the mitzvah tanks and them encouraging secular Jews to be religious. Chill.,No,"The tweet is not antisemitic according to the IHRA definition. It contains a joke targeting secular Jews' beliefs rather than individual Jews or groups. There are no signs of hatred, stereotyping, or systematic criticism toward Jewish individuals. The humor appears to be within the Shalom Aleichem community context, without any discriminatory intent.",No,"The tweet is not antisemitic as it does not exhibit any form of discrimination, prejudice, hostility, or violence directed at Jews. It is a joke about mitzvah tanks and their perceived influence on Jewish beliefs, which does not align with the JDA's definition of antisemitism. The tweet does not use any discriminatory language or imagery typical of antisemitic rhetoric, nor does it imply any form of discrimination against secular Jews.

The analysis concludes that the tweet is harmless and does not fall under any category of antisemitism outlined in the JDA guidelines."
1474184645214310405,outandaboutjc1,2021-12-24 01:06:23+00:00,0,Jews,"@BadVaccineTakes ""My personal belief is driving is more dangerous when you're sober so I make a personal choice to down 6 beers before driving and so the government banned me from driving so that makes me just like the Jews in the Holocaust.""",Yes,"The tweet is antisemitic as per the IHRA definition. It employs a stereotypical comparison, equating the user's personal decision to drive under influence after consuming alcohol with the persecution of Jews during the Holocaust. This comparison implies that the user is part of a broader Jewish conspiracy or responsibility for historical atrocities, which aligns with antisemitic rhetoric by targeting Jews collectively based on a personal choice unrelated to their actual actions.",Yes,"The tweet uses a stereotype by equating personal actions (drinking before driving) leading to government intervention with anti-Semitic associations from the Holocaust. It associates a specific group (Jews) with atrocities, which is central to antisemitism as per JDA guidelines."
1462537605355089923,PDP00000001,2021-11-21 21:45:12+00:00,0,Jews,The Consilia of Alessandro Nievo: On Jews and Usury in 15th Century Italy | In Custodia Legis: Law Librarians of Congress https://t.co/ud5Qn9tAZc,No,"The tweet discusses the ""Consilia of Alessandro Nievo"" in the context of 15th-century Italy, focusing on topics related to law and history. It does not contain any content that would be considered antisemitic according to the IHRA definition. The subject matter is neutral and unrelated to any form of hatred or discrimination against Jewish individuals or groups.

The tweet's content pertains to historical legal analysis without any elements that could be misconstrued as hateful remarks or references to antisemitism. Therefore, it does not meet the criteria for being antisemitic under the IHRA definition.",No,"The tweet in question discusses the Consilia of Alessandro Nievo's work on Jews and usury from 15th-century Italy, paired with a reference to law librarians. It does not contain any content that would be classified as antisemitic according to the JDA definition. There are no discriminatory remarks, references to negative stereotypes, or any form of antisemitic speech present in the tweet. The focus is purely on historical legal and academic content without any overt or hidden antisemitic elements."
1439609840746303496,aivazovski_art,2021-09-19 15:18:27+00:00,0,Jews,"Passage of the Jews through the Red Sea, 1891 #ivanaivazovsky #romanticism https://t.co/NAOMauIGuG",No,"The tweet in question is about the historical passage of Jews through the Red Sea in 1891, a factual event. It does not contain any content that would be considered antisemitic under IHRA's definition, as it does not exhibit any form of hatred, discrimination, or stereotyping directed at Jews. Instead, it appears to be a neutral historical reference unrelated to any negative perception of the Jewish community.

---

**DECISION: No**

The tweet refers to a historical event involving Jews and does not contain any antisemitic content such as hate speech, stereotypes, or discriminatory behavior towards Jews.
It is based on factual information and does not target Jews with any form of prejudice.",No,"The tweet refers to the historical event of the passage of Jews through the Red Sea in 1891, which is associated with the Sport if Apartheid. This event is celebrated by organizations like B'nai Brith and is not inherently antisemitic as it pertains to a neutral historical context without any discriminatory intent or association with harmful stereotypes."
1467216131681304581,hpalen17,2021-12-04 19:36:00+00:00,0,Jews,RT @AgainstRevisio1: More information on Polish �collaboration� and the �betrayal� of Jews� https://t.co/mswX7XHMpq,No,"The tweet in question is a retweet from AgainstRevisio1 that states ""More information on Polish collaboration and the betrayal of Jews."" While this tweet does not directly accuse Jews personally but rather critiques Poland's actions by suggesting that Jews were betrayed as a result, it could be interpreted as targeting Jewish people indirectly. However, according to the IHRA definition, antisemitism involves expressions or actions directed at Jews, whether personal or collective. Without evidence of widespread public backlash or overt anti-Semitic sentiment, this tweet might not meet the threshold for being classified as antisemitic under the IHRA's framework. Therefore, while it could be seen as a form of criticism targeting Jewish people by implication, it may not constitute antisemitism without additional context indicating such intent or response.",No,"The tweet does not explicitly target or stereotyping Jews as a collective group with inherent negative traits. It discusses Polish collaboration and its perceived betrayal of Jews, but this context is not directly tied to antisemitic stereotypes or practices under the JDA guidelines. The tweet's content focuses on historical collaboration rather than applying negative labels or promoting antisemitism against the Jewish community.

The analysis considers that while the tweet may evoke negative associations with Jews through the mention of collaboration and betrayal, it does not specifically reference Israel, apply harmful stereotypes, or engage in practices outlined as antisemitic in the JDA definition. Therefore, based on the provided guidelines, the tweet is not classified as antisemitic."
1466784822152605700,Ndreajess,2021-12-03 15:02:07+00:00,0,Jews,"RT @WasiqUK: Treat Jews as people, instead of powerful privileged people.  Reject woke ideology that gives rise to this nonsense theory.  T�",Yes,"The tweet employs language that suggests a negative stereotype by referring to Jews as ""powerful privileged people,"" which aligns with the notion of treating them as a category rather than individuals. Additionally, it dismisses ""woke ideology"" towards Jewish people, indicating a broader critique and possibly rejection of their perceived status, contributing to antisemitic sentiment.",Yes,"The tweet employs language and messaging that downplays the value of Jews by treating them as ""powerful privileged people"" and associates their status with positivity. This approach aligns with antisemitic practices that involve essentializing or stereotyping Jews, often based on perceived privilege rather than individual merit. Additionally, rejecting ""woke ideology"" that justifies this stigmatization further supports the classification of this tweet as antisemitic according to the JDA guidelines."
1435520084605345797,Aaron_____Davis,2021-09-08 08:27:13+00:00,0,Jews,"I�m calling this out, right here, right now. This is wildly misinformed, dangerous and divisive. @briebriejoy, Jews � white or not � absolutely have standing to be *at least* as angry at N*zis as Black folk do. Maybe spend a lil� time learning about 20th century antisemitism?",No,"The tweet in question makes a comment about Jews being angry at the Nazis ""as Black folk do,"" which can perpetuate harmful stereotypes and hierarchies within Jewish identity. While it doesn't explicitly use STM or negative stereotypes like ""Jews are white,"" it touches on sensitive issues related to race and Jewish identity, potentially reinforcing harmful generalizations. Therefore, according to the IHRA definition, this tweet is not antisemitic as it avoids direct attacks but can still be considered offensive due to its implications.",No,"The tweet does not explicitly exhibit any form of antisemitism as defined by the JDA. It addresses a general critique of misinformation rather than making specific discriminatory remarks, comparisons, or support for harmful stereotypes about Jews. Instead, it encourages others to educate themselves and understand historical contexts, which aligns with promoting understanding without engaging in antisemitic content.

**Step-by-Step Explanation:**

1. **Understanding the Tweet Content**: The tweet questions whether Jewish people (regardless of race) should be as angry at Nazis as Black folk are. It suggests educational awareness about antisemitism.
   
2. **JDA Guidelines Review**:
   - **Definition of Antisemitism**: Targets discrimination against Jews based on their identity.
   - **Guideline 15**: Protects political speech without tempering it, focusing on equality in expression.

3. **Analysis**:
   - The tweet does not directly discriminate or support harmful stereotypes about Jews.
   - It avoids making discriminatory remarks and instead advocates for understanding historical contexts, which is non-antisemitic.

4. **Conclusion**: The tweet does not meet the criteria for antisemitism as it does not engage in discriminatory behavior or support harmful stereotypes; it focuses on educational awareness without targeting specific groups beyond their context of discussion."
1462109741279334400,_SaveOurStatues,2021-11-20 17:25:01+00:00,0,Jews,"@toryboypierce @LBC And what's tomorrow's question? As Germany starts to round up the Jews, isn't it about time we did the same here?",Yes,"The tweet is antisemitic according to the IHRA definition. It specifically targets Jews by referring to them singularly and uses this reference to imply support for similar treatment, which constitutes hatred toward Jews as defined. The use of a specific term (Jews) without context implies judgment against an ethnic group, aligning with IHRA's criteria for antisemitism involving directed perception or actions against Jewish individuals or communities.",No,"The tweet in question does not exhibit behavior that aligns with the definition of antisemitism outlined in the Jerusalem Declaration on Antisemitism (JDA). Specifically, it refers to Germany's actions toward Jews without invoking any stereotypical or negative connotations about Jews linked to the State of Israel. It also does not advocate for Boycott Divestment Sanctions (BDS) against a country based on antisemitic stereotypes. Therefore, according to JDA guidelines, this tweet is not considered antisemitic."
