TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1108066315326156801,quim_david,2019-03-19 18:02:51+00:00,1,ZioNazi,@swilkinsonbc @gregalach The zionazis don't care. Their blood lust is insatiable.,Yes,"The tweet uses the term ""zionazis,"" a derogatory and anti-Semitic term often associated with Jews. It also employs the phrase ""blood lust is insatiable,"" which perpetuates harmful stereotypes and language directed at Jewish individuals or communities. According to the IHRA definition, these elements constitute antisemitism as they involve hatred and dehumanizing rhetoric toward Jews.",No,"The tweet employs several elements that align with antisemitic definitions. First, it uses ""-zionazis,"" which is an incorrect term for Zionists and could be used to Essentialize them as inherently evil. Second, the use of ""blood lust"" dehumanizes the group by associating them with a negative stereotype of aggression or greed. This type of language fits within the JDA's guidelines regarding the use of harmful stereotypes and essentialization, which are core aspects of antisemitism. Therefore, the tweet is not only dehumanizing but also reinforces anti-Semitic attitudes without providing evidence-based criticism."
1087751426196103168,jackreasonn,2019-01-22 16:38:44+00:00,0,ZioNazi,"Here's the thing, I provided evidence to Sharmine and then she liked tweets calling me a 'ZioNazi.' \n\nI don't think she was ever going to believe me, no matter what my views are or how much evidence I provide. https://t.co/yRvG7jBO4w",Yes,"The tweet contains the term ""ZioNazi,"" which is a derogatory slur often used to denominate members of a Jewish diaspora, particularly those associated with Nazi ideology or anti-Semitic ideologies. According to the IHRA definition, antisemitism includes the use of such negative stereotypes and labels directed at Jews. Therefore, this tweet exhibits antisemitic behavior by employing a term that stigmatizes Jews through association with a negative image linked to their Jewish heritage.",Yes,"The tweet in question employs the term ""ZioNazi,"" which is a derogatory slur historically associated with anti-Semitic stereotypes. This aligns with point B of the JDA, where examples include using negative symbols or images tied to Jews and anti-Semitic narratives (see guideline 2). Additionally, the use of such language constitutes antisemitism as defined in the guidelines. The tweet also spreads potentially harmful ideas by labeling someone based on their potential disbelief in evidence presented, further contributing to antisemitic propaganda.

The tweet uses language that reflects classical antisemitism, employing stereotypes and slurs that target Jews negatively. This is consistent with the JDA's definition of antisemitism as discrimination or prejudice against Jews, either individually or as a group. The use of ""ZioNazi"" is particularly problematic as it reinforces negative associations with Jews linked to historical anti-Semitic ideas. Moreover, the tweet manipulates someone into accepting these views by suggesting they might not believe evidence provided, thereby spreading potentially harmful narratives.

In summary, this tweet exhibits antisemitism due to its use of derogatory language and its manipulation of a person's potential beliefs based on stereotypes tied to Jews. These actions align with the JDA's definition of antisemitism as discrimination or prejudice against Jews, either individually or as a group."
1199668638359252993,onesisetiawan,2019-11-27 12:37:46+00:00,1,ZioNazi,Evil bastard!\nZionazi https://t.co/maQXJSrap9,Yes,"The tweet ""Evil bastard!\nZionazi https://t.co/maQXJSrap9"" includes language that can be interpreted as an antisemitic insult (""Evil bastard!"") and references Zionism, which is often associated with anti-Semitic stereotypes. While the specific target isn't clear, the use of derogatory language and associations typical of antisemitic ideologies aligns it with IHRA's definition. The inclusion of a link may further incite hatred by associating Jews with negative connotations, thus contributing to its antisemitic nature.",No,"The tweet does not explicitly target or essentialize Jews. The term ""Evil bastard"" is general and does not specify targeting any particular group, while ""Zionazi"" may refer to Zionism but without context suggesting anti-Semitic intent. Without specific links to Jews, the tweet does not meet the criteria for antisemitism as defined by JDA."
1111724411525230592,o_Abduh_o_tp,2019-03-29 20:18:49+00:00,1,ZioNazi,@Jodicasey8 @sjabulhawa Typical clueless ZioNazi diatribe!,Yes,"The tweet employs the term ""ZioNazi,"" which is slang for Nazis who associate with Jewish ideology, and refers to two individuals by these names. It uses ""clueless"" to label them as having a lack of understanding towards antisemitism, effectively accusing them of supporting antisemitic ideologies. This aligns with the IHRA's definition of antisemitism, which includes expressing hatred or negative traits toward Jews, using pejorative labels that imply support for antisemitism.",Yes,"The tweet uses the term ""ZioNazi,"" which has historical connotations tied to anti-Semitic stereotypes associated with Zionism. Essentializing a person by their Jewishness through this slur aligns with antisemitic practices as defined, treating Jews in a negative way based on their identity without context or evidence of specific harm."
1173894053500342272,SonnenTanzer,2019-09-17 09:38:46+00:00,1,ZioNazi,"@marklevinshow Mark Levin, another ZioNazi. This isn't about Iran, moron. Nuclear-armed, rogue, violent, aggressive, Apartheid Israel and its ZioNazi amen corner are threatening world peace due to its overwhelming desire for regional and global hegemony. On 9/11 Israel murdered 3,000 Americans.",Yes,"The tweet exhibits several elements that align with antisemitism as defined by the IHRA. It employs derogatory language such as ""ZioNazi"" to refer to Jews, which is a common form of antisemitic slur. Additionally, it uses the term ""Apartheid Israel,"" equating Jewish people with the apartheid regime, thereby perpetuating anti-Semitic stereotypes. The tweet also falsely claims that Israel is nuclear-armed and rogue, justifying its actions as threats to global peace—an argument often used in conjunction with anti-Semitic conspiracy theories. Furthermore, it suggests that Jewish people were responsible for 9/11 attacks, which ties into the IHRA's definition of attributing blame or responsibility to Jews collectively without factual basis. The overall tone and content of the tweet reflect a manipulation of negative stereotypes and a justification of antisemitic rhetoric, making it clearly antisemitic according to the IHRA guidelines.",Yes,"The tweet is antisemitic according to the Jerusalem Declaration on Antisemitism (JDA). It uses derogatory language such as calling someone a ""Zion Nazi,"" which essentializes Jews with negative connotations. Additionally, it describes Israel in a negative light—nuclear-armed, rogue, and aggressive—which aligns with antisemitic stereotypes. The tweet also makes broad accusations against Israel without offering equal consideration or constructive dialogue, reinforcing its antisemitic nature by promoting harmful generalizations about Jews and their actions."
1157787558270492673,SonnenTanzer,2019-08-03 22:57:19+00:00,1,ZioNazi,"@marklevinshow Assad is fighting al-Qaeda &amp; ISIS. It's your kind (ZioNazis) that support terrorists, including the terror states of Israel, Qatar and Saudi Arabia, so long as they promote the ZioNazi agenda, including, in this case, Eretz Israel.  What's nuts is that anyone listens to ZioNazis. https://t.co/Uw0pAYyvhM",Yes,"The tweet employs dehumanizing language towards ZioNazis, associating them with the promotion of a ""Zionist agenda"" that supports terrorist groups. It also references anti-Semitic terms like Eretz Israel and uses the term ""Zionist"" in a negative context to justify support for individuals deemed hostile by the IHRA definition. This aligns with antisemitic tropes as it perpetuates stereotypes about Jews, particularly through the use of Zio Nazis as a group to attack targets unrelated to Jewish identity or actions.",Yes,"The tweet employs antisemitic language by referring to ""ZioNazis,"" a derogatory term that associates a group of people with terrorism. This aligns with the JDA's definition, as it uses negative stereotypes (ZioNazis) to label individuals and connects Jews with harmful actions through Zionism. The tweet also supports terrorist states like Israel, Qatar, and Saudi Arabia under this framework, reinforcing antisemitic associations."
1152662582672551937,MartyMullen5,2019-07-20 19:32:29+00:00,1,ZioNazi,Attacked by a Zionazi CIA-MI5/6-MOSSAD financed and trained Hong Kong assassin who was unsuccessful.\nHong Kong actor stabbed on stage in frenzied attack during public event (VIDEO) — RT World News https://t.co/EnstPSSP4T,Yes,"The tweet implies a broader context of antisemitism by associating the attack with Zionists and intelligence agencies linked to authoritarian regimes, using anti-Semitic terms like ""Zionazi."" While it doesn't directly target Jews or mention specific Jewish-related actions, the use of negative stereotypes (e.g., Zionism) that could be interpreted as projecting onto Jewish people might align with antisemitic elements.",No,"The tweet does not exhibit antisemitic behavior according to the JDA. While ""Zionazi"" refers to Zionism, which can be associated with anti-Semitic sentiments, the tweet specifically attacks a Hong Kong actor and does not target Jews or promote any form of antisemitic stereotypes or discrimination against them. It refers to an assassin connected to intelligence agencies without addressing Jews as a group, thus avoiding the JDA's guidelines for antisemitism."
1102380829727178753,macklamm,2019-03-04 01:30:45+00:00,1,ZioNazi,Of course it's possible but it won't happen because most of the #UN is in the clutches of the ZioNazi US empire which bribes and blackmails its members to do nothing against the Zionist Nazis..#CapeTown #SouthAfrica https://t.co/PJ1GBuVgA3,No,"The tweet contains anti-Semitic undertones by implying that Jews support oppressive regimes through metaphors like ""ZioNazi"" and referencing Nazi Germany, which could be interpreted as associating Jews with oppression. However, it does not explicitly target Jewish individuals or groups, only using them as a metaphor to accuse Zionists of manipulating international organizations. Therefore, under the IHRA definition, it may not fully qualify as antisemitism without targeting Jews directly.",No,"The tweet does not appear to be antisemitic according to the JDA guidelines. While it refers to Zionism (which represents Israelis), it does not specifically target or generalize about Jews in a way that would violate antisemitism. Instead, it discusses broader geopolitical dynamics without making claims that could be interpreted as denying or minimizing antisemitic actions or characteristics tied to Jewish communities."
1174325309312651266,olhifolhi,2019-09-18 14:12:26+00:00,1,ZioNazi,@ministry_logic's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,No,"The tweet from ""@ministry_logic"" does not exhibit antisemitism as defined by the IHRA. The tweet states that the account is temporarily unavailable due to violating Twitter's Media Policy. There is no indication of targeting Jews or any use of negative stereotypes related to Jewish people. It pertains solely to a rule violation and does not engage in any antisemitic language, speech, or behavior towards any individual or group.",No,"The tweet in question simply informs users that @ministry_logic's account is temporarily unavailable due to violating Twitter's Media Policy and provides a link for further information. There are no references, discriminatory language, or content directed at Jews or any stereotypical or coded language about them. It does not engage with issues related to antisemitism as defined by the Jerusalem Declaration on Antisemitism (JDA). The message is neutral, aimed at account management and policy clarification, without targeting a specific group or using any form of discrimination."
1124796842854768640,comptonhali,2019-05-04 22:03:59+00:00,1,ZioNazi,@IDF Child killing zionazi pig liars! #FreeGaza #BDS,No,"The tweet does not meet the criteria for antisemitism according to the IHRA definition. 

The use of ""zionazi"" can be context-dependent; while it relates to zionism (often associated with Jewish people and Israel), its derogatory use here is part of a broader criticism directed at a nation rather than an individual or collective group beyond that nation's identity.

The tweet employs language such as ""kill,"" ""child killing,"" and ""liars"" which are often used to belittle groups, but in this context, it targets the specific actions of the IDF (Israel Defense Forces) without direct reference to Jewish individuals. The mention of ""#FreeGaza"" and ""#BDS"" is more about opposing Israeli policies rather than accusing Jews directly.

While the language may carry derogatory intent, it does not specifically target individual Jews or use negative stereotypes directed solely at a group beyond Israel's identity. Therefore, it does not fit the IHRA's definition of antisemitism which involves targeting specific Jewish individuals or groups with hatred based on their Jewish heritage.",Yes,"The tweet uses ""zionazi,"" a derogatory Hebrew term for Jews, which constitutes essentializing and stigmatizing a population based on ethnicity. This aligns with JDA's guidelines regarding the core of antisemitism, as it essentializes Jews without acknowledging their diversity or historical contributions. While other elements like the #FreeGaza and #BDS hashtags could be seen as part of broader discussions on justice and equality, the inclusion of a term that denigrates Jews as a people makes the tweet antisemitic."
