TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1299713722873651200,Fritjoff1714267,2020-08-29 14:21:13+00:00,0,Jews,"@julhoag @BlessMyDelusion @karengeier @loisbeckett I think the malice of calling jews goblins rests on bigot's shoulders, not fantasy writers. \n\nCould Rowlings have done more to morph goblins to make it a little harder for anti semites to make the connection? Possibly. Writers should probably be cognizant of that now.",No,"The tweet uses the derogatory term ""goblins"" to describe Jews, which is a stereotype that dehumanizes an entire group. According to the IHRA's definition of antisemitism, it includes the use of negative stereotypes and labels directed toward Jews. This tweet perpetuates such stereotypes by reducing Jews to an animalistic image (goblins), thereby contributing to antisemitic perceptions and behaviors.",Yes,"The tweet employs the derogatory term ""goblins"" as a label for Jews, aligning with antisemitic practices by applying negative stereotypes and associating Jews with harmful connotations (as per JDA's definition). This use of stigmatization is consistent with classical antisemitism, particularly by projecting Jews into a negative role, akin to the evil force represented by goblins."
1291320093029421056,SCynic1,2020-08-06 10:27:56+00:00,0,Jews,"“I hate Jews. I know what, I’ll phone a Jewish organisation and leave an abusive message.”\nIt’s obviously revolting. But quite how inadequate do you have to be to think like that? https://t.co/xJCniGADgW",Yes,"The tweet expresses hatred towards Jews (""I hate Jews"") and plans an action (calling a Jewish organization) with an abusive message. This aligns with the IHRA's definition, as it involves both expressing hatred and directing actions toward Jewish individuals or institutions. Additionally, it reinforces negative stereotypes about Jews, fitting within the criteria of antisemitism.",Yes,"The tweet is antisemitic according to the Jerusalem Declaration on Antisemitism (JDA) because it involves targeting an entire group—Jews—as a class, which constitutes discrimination and prejudice. By threatening to contact a Jewish organization with an abusive message, the speaker expresses hostile intent toward Jews as a category, aligning with JDA's guidelines that define antisemitism as discrimination or hostility against Jews based on their ethnicity or Jewish identity."
1286149036265922561,joakimlundqvist,2020-07-23 04:00:00+00:00,0,Jews,"Today 722 yrs ago 20.000 Jews were massacred in Wursburg, Germany, after rumors of a Jew desecrating a piece of communion bread.\nNo wonder some Jews are suspicious of Christians, with this history of persecution OR indifference toward it.\nWe're called to be our brother's keepers!",No,"The tweet references a historical event involving Jews but does not explicitly target them as a group or use language that meets the IHRA's definition. It could contribute to fear or prejudice, but lacks explicit antisemitic elements like direct hatred, discrimination, or generalization against Jewish individuals.",Yes,"The tweet is antisemitic according to the Jerusalem Declaration on Antisemitism (JDA) because it essentializes a specific group by referring to ""20,000 Jews"" without context and paints them in a negative light. It also reinforces stereotypes about Jews being suspicious of Christians based on historical persecution, which is harmful and discriminative. Essentializing an entire group into such negative traits violates the JDA's guidelines against treating populations with inherent biases or generalizations."
1272903202829217806,ynwaAnt,2020-06-16 14:45:47+00:00,0,Jews,@bitcoinzay @PeterSchiff #fuckpeterschiff he'd be the first to cry about the mistreatment of Jews but can't understand black oppression,Yes,"The tweet contains a reference to ""Jews"" in the context of mistreatment, which aligns with IHRA's definition that involves expressions directed at Jews. While the comparison to black oppression might seem neutral, the mention of ""Jews"" and the potential implication of mistreatment without addressing it fully can be interpreted as antisemitic.

The tweet uses a metaphorical reference to ""Jews,"" which could be seen as expressing hatred or negative perception towards them. This aligns with IHRA's definition where such expressions, even if indirect, constitute antisemitism by targeting the Jewish community. The comparison to black oppression might suggest a broader critique but does not negate the specific mention of Jews and their mistreatment.

Therefore, considering the reference to Jews in a context that implies hatred or negative perception, this tweet is classified as antisemitic according to IHRA's definition.",No,"The tweet does not target Jews directly; instead, it attacks Peter Schiff for his comments on antisemitism and its relation to black oppression. There is no evidence of antisemitic content such as slurs, symbols, or discriminatory language directed towards Jews. Therefore, according to the JDA, this tweet is not antisemitic because it does not engage in discrimination or prejudice against the Jewish community.

---

**Final Answer:**

The tweet is **not** considered antisemitic according to the Jerusalem Declaration on Antisemitism (JDA). While it critiques Peter Schiff's views on antisemitism and its relation to black oppression, it does not target Jews directly but instead uses criticism towards Schiff. Since there is no mention of Jews or any form of antisemitic language, the tweet falls outside the JDA's definition of antisemitism."
1263344330481135617,HBwriterMike,2020-05-21 05:42:14+00:00,0,Jews,Why does he single out Jews?  Where's the ACLU? https://t.co/TQ7Kl2Y8ta,No,"The tweet in question poses rhetorical questions about targeting Jews and the role of the ACLU without providing concrete evidence or demonstrating harm. It does not exhibit any form of antisemitic behavior, such as hatred directed at Jewish individuals, institutions, or expressions through speech, writing, actions, or symbols associated with antisemitism. Instead, it appears to be a general critique rather than a specific attack on Jews.",No,"The tweet ""Why does he single out Jews? Where's the ACLU?"" is not antisemitic according to the Jerusalem Declaration on Antisemitism (JDA). 

The tweet does not involve essentialization, discriminatory language, or any of the specific manifestations outlined in guidelines A.1 through A.3 and C.1-C.14 of the JDA. It is a rhetorical question directed at an individual without targeting the Jewish community as a whole or making sweeping generalizations. There are no coded references to antisemitism, nor does it attack the community's inherent worth or equality. The tweet appears to be a critique of behavior without engaging in any of the specific categories that would constitute antisemitic speech."
1298862584104472576,matcubed,2020-08-27 05:59:06+00:00,0,Jews,"@Opaliez @Sack0Fire @knifemoomin @yimmygee The theory as well as its founder are deeply cemented in antisemitic “Jews rule the world” conspiracy theories, and I was trying to explain the context of what OP was talking about, not that I perfectly agree with what they were saying",Unclear,"<think>
Okay, so I need to determine if the given tweet is antisemitic according to the IHRA definition. First, I'll review the definition provided by the IHRA.

The IHRA defines antisemitism as a perception of Jews that may involve hatred, expressed through various means like speech, writing, actions, and visual forms. It includes targeting individuals, institutions, or communities perceived as Jewish. It also involves using sinister stereotypes and negative traits to characterize Jews.

Looking at the tweet:

""@Opaliez @Sack0Fire @knifemoomin @yimmygee The theory as well as its founder are deeply cemented in antisemitic “Jews rule the world” conspiracy theories, and I was trying to explain the context of what OP was talking about, not that I perfectly agree with what they were saying.""

I notice the tweet is pointing out that a theory's founder has antisemitic conspiracy theories. The user is explaining their reasoning but also says they don't fully agree.

Now, applying IHRA criteria: The tweet mentions ""antisemitic 'Jews rule the world' conspiracy theories."" This aligns with one of the examples given—accusing Jews as a people or state of inventing or exaggerating the Holocaust. It's using a conspiracy theory stereotype to characterize the theory's founder.

The user is trying to explain what they're talking about, which suggests they are aware that this might be antisemitic but still uses the term anyway. The tweet doesn't shy away from labeling something as antisemitic; it directly references such theories.

Therefore, according to IHRA, this tweet would fall under antisemitism because it involves using conspiracy theory-based stereotypes to characterize someone associated with antisemitic views.
</think>

DECISION: Yes

The tweet is antisemitic according to the IHRA definition. It refers to ""antisemitic 'Jews rule the world' conspiracy theories,"" which aligns with one of the IHRA's examples where individuals or groups are accused of inventing or exaggerating historical events, such as the Holocaust. The tweet uses a stereotype to characterize someone associated with antisemitic views, fitting the criterion of employing negative character traits and conspiracy theories as part of antisemitism.",Yes,"The tweet refers to ""Jews rule the world"" conspiracy theories, which are a form of antisemitic ideology that aligns with the JDA's definition. These theories are used to marginalize Jews by essentializing them into negative stereotypes (guideline 2), and they can be expressed through words or ideas without overtly discriminatory intent, still qualifying as antisemitism under the guidelines."
1297912187516866561,astrologyslut69,2020-08-24 15:02:34+00:00,0,Jews,republicans sure do love israel for a group of people that hate jews so much,Yes,"The tweet employs a stereotypical approach that associates hatred towards Jews with support for Israel among Republicans. By suggesting that hating Jews leads to Republicans loving Israel, it implies a negative stereotype about those who dislike Jews, thereby reinforcing anti-Semitic views. This aligns with the IHRA's definition by using negative character traits and associating a group of haters with positive attributes, contributing to antisemitic ideologies.",Yes,"The tweet employs essentialization by associating a group's hatred of Jews with Republican support for Israel, implying that this hatred is the cause of their stance. This aligns with guideline 1, as it essentializes the group's hatred. Additionally, it uses a coded message from guideline 2, where anti-Semitism (hatred) is linked to a political cause (supporting Israel), thereby violating antisemitic principles."
1292527771168772097,bexelbie,2020-08-09 18:26:49+00:00,0,Jews,GOD: Keep Shabbat holy\nMOSES: okay\nGOD: No murder\nMOSES: makes sense\nGOD: You need at least 10 Jews present for most things\nMOSES: What's that one for?\nGOD: One day it will be an important plot device in Jewish movies and TV shows.,No,"The tweet does not meet the criteria for antisemitism according to the IHRA definition because it refers to ""Jews"" specifically, but this usage is not inherently harmful or stereotypical. It appears to be part of a religious dialogue discussing Shabbat and Moses without any negative connotations towards Jews beyond what is generally accepted in discussions about diversity and representation. There is no overtly antisemitic content, such as targeting Jews as a group or using negative stereotypes.",No,"The tweet does not exhibit antisemitism according to the JDA guidelines. While it references the presence of Jews in religious and fictional contexts, it does not engage in any form of discrimination, prejudice, or hostility against Jewish people. It humorously alludes to a fictional scenario without implying any inherent negatives about Jews as individuals or groups. Therefore, it is not antisemitic."
1287579440353091584,srk908,2020-07-27 02:43:55+00:00,0,Jews,"If Jews on Twitter spent as much time fighting antisemitism as fighting each other, we’d be in such a better place...",No,The tweet does not exhibit any form of antisemitism according to the IHRA definition. It is merely a critique of how people might allocate their efforts between addressing antisemitism and interpersonal conflicts without targeting or expressing hatred toward Jews.,No,"The tweet in question is a statement about how Jews on Twitter could balance their efforts between fighting antisemitism and addressing personal conflicts with one another. It does not involve any form of discrimination, prejudice, or negative stereotypes towards Jews. The tweet focuses on an internal discussion among Jews regarding resource allocation rather than promoting harmful narratives or practices that would be considered antisemitic under the JDA's definition. Therefore, it is not classified as antisemitic."
1283451356011995137,sloopkenp,2020-07-15 17:20:23+00:00,0,Jews,"sometimes you see ""Jews"" trending and you think maybe it won't be antisemitic (it's antisemitic)",No,"The tweet does not directly accuse individuals, groups, or actions of antisemitism but rather critiques the assumption that trends about Jews are non-antidiscriminatory. While it uses the term ""antisemitic"" to describe an assumption, this is more of a commentary on why such trends occur and does not involve explicit hatred or attacks directed at Jews as per the IHRA definition.

The tweet's statement refers to how people interpret trending topics about Jews, suggesting that these interpretations are often based on prejudice. However, without explicitly targeting individuals, groups, or institutions with antisemitic expressions (like hate speech, stereotypes, or discrimination), it does not meet the criteria set by the IHRA. Therefore, while the tweet's tone could be interpreted as implying antisemitism, it is not an explicit instance of antisemitic behavior according to the definition provided.

In conclusion, the tweet does not constitute antisemitism under the IHRA's working definition because it lacks direct expressions of hatred or discrimination towards Jews but rather a critique of the perception around their trending.",No,"The tweet does not exhibit characteristics of antisemitism according to the Jerusalem Declaration on Antisemitism (JDA). It is a neutral statement about observing ""Jews"" trending online, without any references to negative stereotypes, essentializing, or linking Jews to harmful traits. It does not engage in any form of discrimination, prejudice, or opposition to equality as outlined in JDA's guidelines.

The tweet's observation remains within permissible discourse on race and social media trends, avoiding any form of antisemitic rhetoric or behavior that could be classified under JDA's definition."
