TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1197217464846819328,luisafontana,2019-11-20 18:17:41+00:00,0,Jews,#WorldChildrensDay A heart-breaking moment in an SS picture of Hungarian Jews near gas chamber IV at #Auschwitz II-Birkenau in 1944. A child found a dandelion in the grass and is giving or showing it to an older boy. All the people in the picture were gassed moments later. https://t.co/hOwC3yOzQD,No,"The tweet does not exhibit antisemitism under the IHRA definition. It portrays a sad and somber event from the Holocaust without making any overtly antisemitic remarks, judgments, or use of hateful symbols related to Jews. The focus is on the human experience during a tragic period rather than targeting Jewish individuals or communities.",No,"The tweet accurately depicts a historical event from World Children's Day at Auschwitz II-Birkenau, showing Hungarian Jews near a gas chamber. It does not contain any antisemitic content as it portrays the suffering and tragedy without equating Jews with evil forces or promoting stereotypes about their status in Israel. The caption reflects factual history without any discriminatory language or associations tied to antisemitism."
1166147391696855042,daveschechter,2019-08-27 00:36:18+00:00,0,Jews,"Imagine hating Jews that much.\nNo Israeli flag/Jewish star on flag/Star of David/any Jewish symbol was displayed near the White Supremacists/Nazi demonstration, I can’t believe I have to tweet this.\n\nShame on any Jew that sides with Sarsour. Or in Iraqi: tmarel bil khara ya Linda https://t.co/Rp82VJsBHj",No,"The tweet does not constitute antisemitism under the IHRA's definition. It expresses frustration about the absence of Jewish symbols at a Nazi demonstration, which is a form of rhetorical criticism similar to that directed at other groups but not specifically targeting Jews. There is no overt discrimination or hate speech against Jews; instead, it reflects a societal observation without engaging in antisemitic language or actions.",Yes,"The tweet expresses intense negative feelings toward Jews (""Imagine hating Jews that much"") and criticizes the absence of specific symbols (Star of David, Israeli flag) at a Nazi rally. It also shames individuals perceived to support antisemitic views (""Shame on any Jew that sides with Sarsour""). These actions align with antisemitism as defined by the JDA, particularly through essentializing Jews and promoting harmful stereotypes or behaviors toward them. The language used reflects a problematic level of hatred and prejudice against the Jewish community without sufficient context to support a more nuanced interpretation."
1132696129915768833,Malvenue,2019-05-26 17:12:56+00:00,0,Jews,"The Left against Memorial Day, Zion and the Jews by Dominic Green https://t.co/C9vdAjMKWh via @newcriterion",Yes,"The tweet associates ""The Left"" with opposition to Memorial Day, Zionism, and Jews. This use of terminology implies a negative judgment towards Jews through the context of Zionism, which is deeply tied to antisemitic narratives. The mention of ""Jews"" specifically targets a minority group, aligning with IHRA's definition by suggesting hatred or bias toward Jews.

---

**Analysis of IHRA's Definition and Example:**

The International Holocaust Remembrance Alliance (IHRA) defines antisemitism as a perception of Jews directed towards hatred. The tweet from Dominic Green associates the Left with opposition to Memorial Day, Zionism, and Jews. By using ""Zion"" in this context, it references the historical construction of Israel as an exclusive entity for Jews, aligning with antisemitic ideologies that marginalize Jewish peoplehood. The direct mention of ""Jews"" targets a specific minority group, fitting IHRA's criteria for expressing hatred or bias towards Jews. Thus, the tweet exemplifies antisemitism by linking the Left to oppositional narratives about Zionism and Jews.",Yes,"The tweet employs symbolic references such as ""Zion"" and associates the Left's opposition with antisemitic stereotypes. By equating the Left against Memorial Day with Zion and Jews, it aligns with guidelines 6, suggesting a use of symbols to represent Jews negatively without direct individual attacks or actions.

The tweet uses common antisemitic stereotypes associated with Zionism, which falls under guideline 6. This symbolic representation aligns with antisemitism as defined by the JDA, despite not being a direct action against individuals or groups but rather using metaphors typical of antisemitic discourse."
1211643210185027584,daledamos,2019-12-30 13:40:27+00:00,0,Jews,“Deadly Exchange”- It’s time to speak out against anti-Zionists who seek to turn Blacks against Jews https://t.co/RI8U5iIAfz via @LegInsurrection https://t.co/cpAMDDO812,No,"The tweet in question uses the term ""anti-Zionists"" to refer to individuals who oppose Israel or Zionism. It suggests that these anti-Zionists are seeking to turn blacks against Jews, which could be interpreted as perpetuating negative stereotypes about Jewish people by associating them with anti-Semitic actions without specific targeting of individual Jews. This aligns with IHRA's definition of antisemitism, which includes directing hatred or negative perceptions toward Jews through speech or communication. The tweet's broad statements and lack of specificity in addressing individual cases could be seen as inciting hatred or promoting bias against the Jewish people collectively. While it may not explicitly target specific individuals, the general statement about anti-Zionists seeking to turn blacks against Jews could be interpreted as antisemitic under IHRA's framework.",No,"The tweet references anti-Zionists as ""seeking to turn Blacks against Jews,"" introducing an unproven link between anti-Zionist actions and Black individuals. While the JDA primarily addresses antisemitism involving Jews, this tweet's use of a third group (Blacks) without justification blurs the line into potentially inciting systemic racism. The mention lacks evidence or basis to avoid being deemed antisemitic by stretching the definition beyond its scope."
1142013190718418945,McGMaryland1,2019-06-21 10:15:36+00:00,0,Jews,"dlvr Thinker Liberal actor John Cusack steps in it again, this time on Israel and Jews https://t.co/pj2iF6ONBr trump republicans  : votered #votered https://t.co/sHvXEl1jRg",No,"The tweet does not exhibit antisemitic behavior as defined by the IHRA. While it references a Liberal actor with critical views on Israel and Jews, there is no overtly hateful language, discriminatory remarks, or expressions of hatred towards specific Jewish individuals or groups. The content focuses on presenting the actor's opinions without any targeted or negative characterization of Jews. Therefore, it does not meet the criteria for antisemitism outlined by IHRA.",No,"The tweet does not contain any content that aligns with the Jerusalem Declaration on Antisemitism (JDA) guidelines. It mentions a Liberal actor involved in unspecified activity without any indication of discrimination, prejudice, or negative generalizations about Jews. The hashtags used are unrelated to antisemitic themes. Therefore, it is not considered antisemitic according to JDA.

---

**Step-by-Step Explanation:**

1. **Understanding Antisemitism per JDA:** Antisemitism involves discrimination against Jews based on their identity, often through essentialization or harmful stereotypes linked to evil forces.
   
2. **Analyzing the Tweet Content:** The tweet refers to a Liberal actor named John Cusack involved in something unspecified (""it again""), along with political hashtags. There's no indication of antisemitic content such as discriminatory remarks, references to Israel/Palestine conflicts, or negative stereotypes about Jews.

3. **Applying Guidelines:** Since there are no instances of discrimination, prejudice, or coded language related to Jews, the tweet does not meet the criteria for being antisemitic under JDA guidelines.

**Conclusion:** The tweet is not antisemitic as it lacks any elements that would classify it under the JDA's definition."
1097495603901333507,SDinJlm,2019-02-18 13:58:37+00:00,0,Jews,@NorthBelle4 @remnantofisrae1 @kastacherkim @HananyaNaftali Of whom? Jews in Israel know he is,Yes,"The tweet suggests targeting individuals perceived as Jewish, using a phrase that implies they know something about someone else. This aligns with antisemitism by stigmatizing a group and could contribute to discrimination against them. Without specific context indicating otherwise, it can be classified as antisemitic under the IHRA definition.

---

**Final Answer:**  
DECISION: Yes",No,"The tweet does not exhibit antisemitic behavior as per the JDA guidelines. It contains a rhetorical question directed at someone referred to as ""he,"" with no clear evidence of targeting Jews or incorporating antisemitic stereotypes, slurs, or discriminatory actions. While it includes the term ""Jews in Israel,"" there is insufficient context to conclude that it reflects any form of discrimination or prejudice against Jews."
1089468435430555648,ThisLamaSpit,2019-01-27 10:21:31+00:00,1,Jews,"@volkskrant In Europe incl. Ukraine there were 6.895.200 million Jews.The official figures 1938 Jews in Europe, excl. non occupied USSR, 6.594.200,nearly a million escaped. and 3.5 million survived(Jewish statistics)Count yourself,As such some people have doubts, 5.569.000 should be correct.",No,"The tweet in question does not exhibit characteristics of antisemitism as defined by the International Holocaust Remembrance Alliance (IHRA). It presents factual data about the number of Jews in Europe during 1938, including discrepancies and alternative figures. There is no indication of hatred toward Jews, use of negative stereotypes, or any form of antisemitic language or behavior. The tweet appears to be an academic critique rather than a personal attack on Jewish communities. Therefore, it does not meet the criteria for antisemitism outlined by IHRA.",No,"The tweet in question presents several points of contention with antisemitism as defined by the Jerusalem Declaration on Antisemitism (JDA). Specifically, it references ""6.895.200 million Jews"" in Europe and Ukraine, along with claims about survival numbers, which could be interpreted as applying negative stereotypes or essentializing a population based on ethnicity. However, the tweet also supports Palestinian rights according to international law and does not explicitly use antisemitic slurs or discriminatory actions.

The JDA defines antisemitism as discrimination against Jews as Jews. While the tweet may touch on sensitive topics that could be misinterpreted as targeting Jews, it does not provide direct evidence of specific antisemitic behaviors such as hate speech, discrimination, or essentializing a group without context. Instead, it focuses on factual claims regarding populations and international law.

Therefore, while there are potential red flags related to negative stereotypes about Europe and Judaism, the tweet itself does not explicitly engage in antisemitic speech unless interpreted with bias towards portraying Jews negatively. Without clear evidence of discriminatory actions or slurs specifically directed at Jewish individuals or groups, the answer is ""No."""
1102570546875850752,safainsapphire,2019-03-04 14:04:37+00:00,0,Jews,I’m tired of white men who actually hate Jews attacking @IlhanMN because she is against pro-Israel lobbyists who are corrupt.\n\nI swear the only reason she is attacked is because she is Muslim and wears a hijab.,Yes,"The tweet in question employs a form of antisemitism by linking Ilhan MN's political opposition to her personal characteristics of being Muslim and wearing a hijab. According to the IHRA definition, antisemitism can involve targeting individuals perceived as Jewish based on their religion or appearance. While the tweet itself does not use explicit hateful language about Jews, it associates her identity with a negative stereotype, thereby contributing to antisemitic discrimination. This form of discrimination is illegal in many countries and aligns with the IHRA's criteria for antisemitism involving such perceptions or discrimination.",Yes,"The tweet suggests that IlhanMN is being attacked because of her Muslim identity and hijab, which stretches the link between her religious attributes and antisemitic behavior. According to JDA guideline 10, targeting based on religion without explicitly addressing Jewish heritage can be considered indirect antisemitism. Thus, the tweet implies a conflating of her religion with antisemitic behavior towards Jews, making it antisemitic under the definition."
1092452012900433920,dennelo67,2019-02-04 15:57:11+00:00,0,Jews,".@NYPDnews\nThis is not legal, so why are u allowing it?\nWould you allow Christians, Jews, or Buddhists to police New York City imposing their own rules &amp; justice?\nOr you would arrest them for imitating police officers?\nDo your damn job &amp; end this nonsense.\nhttps://t.co/QnehYKAwkA",No,"The tweet does not directly address antisemitism as defined by the IHRA. While it contains critical remarks about religious groups and police rules, there is no specific targeting of Jews with hate speech or negative stereotypes tied exclusively to them. Instead, it presents a general critique of religious groups' attempts to impose their own societal norms, which does not meet the criteria for antisemitism defined as directed toward Jews specifically.",Yes,"The tweet is antisemitic according to the Jerusalem Declaration on Antisemitism (JDA). It targets Jews specifically by questioning whether they would allow their community to police New York City and uses language that implies Jews are inherently problematic. Additionally, it references a stereotype about imitating police officers, which aligns with the JDA's guidelines regarding harmful stereotypes and discrimination against Jews. The use of confrontational and hostile language further solidifies its antisemitic nature."
1099200263997423618,poetWOAgun,2019-02-23 06:52:19+00:00,1,Jews,Watch the last few sentences when #Soros worked as a NAZI taking property away from Jews where\nGeorge Soros says starting with \n“well what’s funny is...” 😡Cabrón https://t.co/ClD30fzULj,Yes,"The tweet associates George Soros, who has publicly disavowed Nazism and supports human rights, with actions of a Nazi by suggesting he took property from Jews. This use of his past associations to attack Jews without concrete evidence or context exemplifies stereotyping. According to the IHRA definition, antisemitism includes using sinister stereotypes about a group (Jews) to justify acts, making this tweet antisemitic.",No,"The tweet in question does not clearly meet the criteria for antisemitism as defined by the Jerusalem Declaration (JDA). While it references George Soros and associates his actions with Nazi-like behavior, there is no explicit or clear evidence that Soros has anti-Semitic policies or that he is equated directly with Jews. The tweet's mention of ""Jews"" at the end could suggest a stereotype, but without context or specific criticism of Soros's actions as antisemitic, it does not fully align with the JDA's definition of antisemitism. Thus, it falls short of being classified as antisemitic under the given guidelines."
