TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1317816343576649728,newsfilterio,2020-10-18 13:14:34+00:00,0,Israel,"Israel, UAE agree deal to boost investment in each other's economies $UAE https://t.co/HjSYg3yjh3",No,"The tweet does not contain any content that aligns with the IHRA definition of antisemitism. It is a neutral and factual announcement about a business deal between Israel and the UAE, with no mention of Jews, their communities, or any negative stereotypes or slurs towards them. Therefore, it does not exhibit antisemitic behavior as defined by the IHRA.",No,"The tweet does not reference Jews, their culture, religion, or any negative connotations towards them. It focuses solely on a business deal between Israel and the UAE to boost investments, without any stereotypical imagery, symbols, language, or context that would align with antisemitic definitions as outlined in the JDA guidelines."
1337112951724060673,ampchabalgo,2020-12-10 19:12:24+00:00,0,Israel,President @realDonaldTrump is the Peace President ! \n\n🇺🇸 🇮🇱 🇦🇪 Israel-UAE peace\n\n🇺🇸 🇮🇱 🇧🇭 Israel-Bahrain peace\n\n🇺🇸 🇷🇸 🇽🇰 Serbia-Kosovo economic normalization\n\n🇺🇸 🇮🇱 🇸🇩 Israel-Sudan peace \n\nand today... 🇺🇸 🇮🇱 🇲🇦 Israel-Morocco peace\n\n👏👏👏 Jared Kushner! \n\nhttps://t.co/NqNysy957E,No,"The tweet in question promotes peace agreements between President Trump and various countries, including Israel. It does not contain any content that would be considered antisemitic according to the IHRA definition. There is no mention or implication targeting individuals based on their Jewish identity, nor does it express hatred toward Jews or use any language associated with antisemitism. The tweet is neutral and focuses solely on diplomatic partnerships without any discriminatory remarks or slanders against Jewish people or groups.",No,"The tweet does not promote antisemitism as per the JDA. It announces U.S.-Israelian peace agreements, acknowledging Israel's role in these efforts without supporting any negative stereotypes or denying the rights of Jews. The content reflects a positive stance on peace and diplomatic relations, consistent with the principles outlined in the JDA regarding non-antisemitic expressions of support for equality and justice between nations."
1241653494320377856,TheBryo,2020-03-22 09:10:36+00:00,0,Israel,"My friend, my brother @HassanAliJoho you came from a long trip to Israel, USA and Dubai and you have neither self-quarantined nor gone for testing. You cant roam Mombasa streets and golf at Vipingo nonchalantly. Corona Virus is real. Unajua nakupenda bure lakini tuambiane ukweli",No,"The tweet does not exhibit antisemitic behavior according to the IHRA definition. It primarily addresses concerns about COVID-19 health protocols and personal habits without any overt references to Jews, conspiracy theories, or criticism of the State of Israel. The content focuses on individual actions in a foreign country and does not engage with antisemitic stereotypes or conspiracy theories.

The tweet is a valid concern based on health advisories and personal behavior, without any elements that would align with IHRA's definition of antisemitism.",No,"The tweet does not directly address antisemitism as defined by the JDA. However, if we consider the possibility of implicit stereotyping based on the username and full name, it could touch upon issues related to identity, but without explicit discriminatory intent towards a group. Therefore, according to the guidelines provided, there's no clear evidence this tweet meets the criteria for antisemitism as outlined in sections 10 or 13-15 of the JDA."
1303739959426326528,eweldon1996,2020-09-09 17:00:03+00:00,0,Israel,"Trump nominated for Nobel Peace Prize by Norwegian official, citing Israel-UAE peace deal | Fox News https://t.co/Q3QdXndikd",No,"The tweet in question pertains to a political nomination for a Nobel Peace Prize and does not contain any content related to Jews, antisemitic stereotypes, or any form of discrimination. It focuses solely on Trump's nomination by a Norwegian official citing the Israel-UAE peace deal. Therefore, it is not antisemitic according to the IHRA definition, as it neither targets Jews nor employs any antisemitic tactics such as hate speech, discrimination, or spreading false narratives about Jews.",No,"The tweet in question is about Trump being nominated for the Nobel Peace Prize due to the Israel-UAE peace deal. There is no mention of any antisemitic elements such as stereotyping Jews, invoking negative stereotypes or conspiracies related to evil forces, or engaging in actions like Boycott, Divestment, Sanctions (BDS). The tweet discusses a neutral event without promoting any political demands against Israel and supports a positive diplomatic context. Therefore, it does not violate the JDA definition of antisemitism."
1295623244683370496,SimonDaCosta,2020-08-18 07:27:07+00:00,0,Israel,@SyrianEcho @nissatal @Ezra_HaLevi @M0sstr00per @realChaim_Rubin @wisermann @DHasbara @TheKanaaneh @AhmedElshiekhA @viewreader @dbenilevi @CarlPendleton6 @BigDuke077 @paulmurff @TelAvivYonatan @ThorsProvoni @Dmonsel @rmorgy @fruitbatoo @LogicAndSanity @BaronieSisters @rogsonl @Ladonna48241663 @TiKingGraphics @PizzaGateLibya @malkaavram @BlueGreenberg @wurzel260654 @yoni_yonder @methuengena @PepperWingate @Tile57437223 @sherif_el_sayad @lephophora @ShamronAri @PalestineReverb @Johnkkelly2 @jdwstangs3 @AnastasiaKLynch @spiderzjay @tbago @mizrahi_b @iluvdemocracy99 @Copernicus2013 @CosFot @laielkha @NobodyNorman @rashidgill5 @YitzchakAded @nadiatonic2 The Romans renamed the land of a Israel when they also destroyed the second temple in Jerusalem it was then called Palestina. Jews have been living in the land of Judea and Summaria for centuries,No,"The tweet does not exhibit antisemitic behavior as per the IHRA definition. It discusses historical renaming and Jewish presence without targeting individuals, properties, or institutions negatively. There are no instances of hatred, stereotypes, or collective blame towards Jews.

---

**Final Answer**

The tweet is **not** considered antisemitic according to the IHRA's definition because it lacks any expression of hatred, negative characterization, or blame directed specifically at Jews.",No,"The tweet does not engage in any form of discrimination or negative stereotype-making regarding Jews. It merely states historical facts about the renaming of land areas and the long-standing presence of Jews in specific regions, without expressing any prejudice or discrimination against them.

The tweet's content is rooted in factual history and does not imply any antisemitic attitudes or behaviors. Antisemitism would involve making generalizations, essentializing a group, or equating Jews with negative stereotypes or actions. Here, the focus is purely on geography and historical naming without targeting or discriminating against Jewish people."
1306084061165883393,cbass_stolpa,2020-09-16 04:14:40+00:00,0,Israel,"I want to congratulate Israel, U.A.E., and Bahrain on signing the Abraham Accords. This is a monumental step for peace in the Middle East. The Trump Administration worked hard to get this win. Let’s continue these great steps forward!",No,"The tweet does not exhibit any form of antisemitism according to the IHRA's definition. It correctly congratulates Israel and references the Abraham Accords without making any antisemitic remarks, stereotypes, or denials of historical facts.",No,"The tweet does not express any form of antisemitism. It congrats an achievement by Israel and Arab nations without making any negative generalizations or essentializing any group. There's no reference to Jews being responsible for negative outcomes, nor is there any hidden criticism based on Jewish identity. The focus is purely on the positive achievement and credit to a previous administration."
1237810953410023430,NicoleNonya,2020-03-11 18:41:43+00:00,0,Israel,@Tav_assoli @DNC Cannot afford #singlepayer but can afford blank checks to Israel. Wouldn't care call Israeli's Communists. Americans can afford to subsidize Israel but cannot afford to save 67k American lives that die annually leaving countless orphans? #democrats you truly make me sick. https://t.co/iWzbQRvOvv,No,"The tweet does not explicitly target individuals or communities perceived as Jewish and does not align with the stereotypical or conspiratorial language associated with antisemitism. It focuses on U.S.-Israel relations and policies, using broader criticism without specific Jewish targeting. Thus, it does not meet IHRA's definition of antisemitism.",No,"The tweet does not exhibit antisemitism according to the Jerusalem Declaration on Antisemitism (JDA). It does not explicitly or implicitly target or discriminate against Jews. Instead, it discusses political criticisms and healthcare policies regarding Israel, without addressing Jewish individuals or groups in a discriminatory manner. Therefore, it falls under non-antisemitic speech as defined by the JDA guidelines."
1333184768763191296,timhicks_hfp,2020-11-29 23:03:12+00:00,0,Israel,"Haim Israel, head of thematic investing at Bank of America Global Research, discusses the rise of 'Zillenials,' or Gen Z, and how that might affect the investment community. Gen Z -- the group born between about 1996 and 2016 -- is  https://t.co/8rccfnnJce https://t.co/yATeN4r1b3",No,"The tweet in question is discussing the rise and impact of Gen Z on the investment community. It does not target or make any antisemitic remarks, comments, or references to Jews, their communities, or any specific individuals with Jewish connotations. It focuses solely on a demographic trend affecting investments without any mention of any group being unfairly treated or any antisemitic stereotypes being invoked. Therefore, it does not meet the criteria for antisemitism as defined by the IHRA.

The tweet is neutral and does not contain any form of hatred or discrimination directed towards Jews or their communities. It is a straightforward discussion about how Gen Z might influence investment decisions, without any context that could be interpreted as targeting any specific group with antisemitic bias.",No,"The tweet discusses the rise of Gen Z and its impact on the investment community without targeting Jews or using any antisemitic symbols, images, or language. It focuses on demographic trends in a general sense without specific reference to Jews as Jews or Jewish institutions.

---

The tweet is not antisemitic because it does not engage with antisemitic content such as discrimination against Jews, coded language referencing evil forces linked to Jews, or any other form of antisemitism defined by the JDA. It is merely discussing a demographic trend in the investment community without any specific or negative reference to Jews.

---

DECISION: No"
1312487554164289536,davekriks,2020-10-03 20:19:52+00:00,0,Israel,"After Restrictions, Hundreds of anti-Netanyahu Protests Held Across Israel  https://t.co/EaobrMRcg5",No,"The tweet discusses protests against Prime Minister Netanyahu in Israel without any indication of targeting Jews or using antisemitic language. It focuses on political opposition rather than personal attacks or stereotypes related to Jewish communities. Therefore, it does not fit IHRA's definition of antisemitism as it lacks explicit hatred or stereotyping towards Jews.",No,"The tweet does not exhibit any elements that align with antisemitism as defined by the Jerusalem Declaration on Antisemitism (JDA). It reports on anti-Netanyahu protests across Israel without targeting Jewish individuals or communities specifically. The content is neutral, focusing solely on describing a series of protests against Netanyahu's policies. There are no slanders, caricatures, or coded language indicative of antisemitic behavior. Thus, the tweet remains factual and non-controversial in this context."
1294394555316539393,Listening4His,2020-08-14 22:04:45+00:00,0,Israel,Team Trump deserves congratulations on UAE-Israel peace deal https://t.co/7Fw8ROWs40,No,"The tweet does not contain any antisemitic content as defined by the IHRA. It is a neutral and factual congratulatory statement about an important peace deal between UAE and Israel, with no references to hatred toward Jews, anti-Semitic stereotypes, or attacks on Jewish communities or institutions.",No,"The tweet ""Team Trump deserves congratulations on UAE-Israel peace deal"" does not exhibit antisemitism according to the Jerusalem Declaration on Antisemitism (JDA). It is a general congratulatory message about a peace agreement between UAE and Israel. There are no references to negative stereotypes, denial of the Holocaust, or any coded language suggesting harm to Jews. The tweet supports a positive outcome without implying anything harmful towards specific groups, aligning with the non-antisemitic category as defined by JDA guidelines."
