TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1144672451592413185,Sohrab64171756,2019-06-28 18:22:34+00:00,1,ZioNazi,"@senatemajldr You’re a dishonest liar. It is America, its ZIONAZI viruses and its lizard-eating Saudi slaves who are guilty of aggression in the Middle East.",Yes,"The tweet uses the term ""ZIONAZI,"" which is often employed as a slur against Jewish people. Additionally, it refers to ""lizard-eating"" as a metaphor likely targeting Jews indirectly. These elements align with antisemitic stereotypes and language according to the IHRA definition.",Yes,"The tweet employs derogatory terms such as ""ZIONAZI viruses"" and ""lizard-eating,"" which are slanders against a group, fitting into JDA's guidelines by applying negative stereotypes akin to those used in antisemitism. Specifically, it uses terms that link a population to harmful connotations, consistent with guidelines 2 and 6 regarding antisemitic rhetoric."
1198435098162540544,SonnenTanzer,2019-11-24 02:56:07+00:00,1,ZioNazi,"@RudyGiuliani Corruption is you covering up 9/11. You are utterly corrupt, cowardly, and evil - a ZioNazi and nefarious traitor, giving aid and comfort to the ZioNazi enemy that attacked the US on 9/11.",Yes,"The tweet from Rudy Giuliani uses the term ""ZioNazi,"" which is a racial slur targeting Jews, and describes him as a traitor associated with this perceived enemy group. This aligns with antisemitic behavior as defined by IHRA, which includes using slurs, making dehumanizing accusations against Jewish people or groups, and associating others with negative stereotypes linked to Jews.",Yes,"The tweet uses several anti-Semitic terms that directly align with the Jerusalem Declaration on Antisemitism (JDA). Specifically, the use of ""ZioN Nazi"" and calling the individual a ""nefarious traitor"" associates the person with anti-Semitic stereotypes, linking them to the concept of Jews as agents or part of groups associated with evil. These terms directly reference antisemitic tropes, making the tweet antisemitic according to JDA guidelines."
1178225443700387841,theforeverman,2019-09-29 08:30:10+00:00,1,ZioNazi,"With a fake smile, #SophyRidge on #SkyNews Tory Israel lobby TV says in response to ZioNazi, Ian Duncan-Smith, that his accusation of anti-semitism against #JeremyCorbyn's party would be refuted by #Labour..but she doesn't ask for a Labour opinion of course. #CapeTown #SAfrica",No,"The tweet does not exhibit antisemitism as defined by the IHRA. It mentions ""ZioNazi,"" which could carry anti-Semitic connotations, but this term alone doesn't constitute antisemitism unless it is directed specifically at Jews or their members. The tweet is a political critique of Jeremy Corbyn's Labour Party and does not include any overtly antisemitic statements, conspiracy theories, or discrimination against Jews. Therefore, it lacks the necessary elements to qualify as antisemitic under IHRA standards.",No,"The tweet does not constitute antisemitism under the Jerusalem Declaration. It involves a politicaljoke aimed at Corbyn's party with a dismissive tone, using sarcasm rather than any negative stereotypes or discriminatory language about Jews. There is no reference to anti-Semitic stereotypes, images, or deeds as per the guidelines. Sophie Ridge's comment reflects a general critique without engaging in an antisemitic manner.

The tweet addresses a political debate and uses mockery towards Corbyn's party, not targeting Jews specifically. Therefore, it does not meet the criteria for antisemitism defined by the JDA."
1105606377811177479,TurkisWaqia,2019-03-12 23:07:56+00:00,1,ZioNazi,"@netanyahu Childkiller,Thieves, ZioNazi racist,facist Apartheid State of Israel! https://t.co/kA8U2DnPQm",Yes,"The tweet in question uses multiple instances of language that align with the International Holocaust Remembrance Alliance (IHRA) definition of antisemitism. 

1. **Language Toward Netanyahu**: The use of terms like ""Childkiller"" and ""Thieves"" toward Prime Minister Netanyahu could be seen as demonizing him, potentially implying that Jews are responsible for his actions or those of his government.

2. **Negative Labels Against Israel**: The tweet includes the term ""Apartheid State of Israel!"" which conflates Israel with the apartheid policies of South Africa. While this may not explicitly reference anti-Semitic ideologies, it could be interpreted as promoting a negative view of Israel that is often used in antisemitic narratives.

3. **Stereotyping and Condemnation**: The use of terms such as ""Zionist,"" ""racist,"" and ""facist"" suggests a broader condemnation of Jews without specific reference to individual actions, which could be part of an antisemitic narrative.

4. **Targeting the State**: By labeling Israel as an ""Apartheid State,"" it aligns with IHRA's definition where criticism directed at a state representing Jewish communities can be considered antisemitic if it implies harm or responsibility attributed solely to Jews or their institutions.

In conclusion, while the tweet may not explicitly target specific Jewish individuals or groups, its language and context align with the IHRA's criteria for antisemitism, particularly concerning state representation and negative stereotyping.",Yes,"The tweet employs the term ""Zion Nazi,"" which is a derogatory label historically tied to anti-Semitic ideologies. Additionally, it refers to Israel as an ""Apartheid State,"" a term often used to imply racial segregation and superiority towards Jews. These elements align with antisemitic definitions from the JDA, particularly regarding negative stereotypes and problematic associations of Zionism with racism.

The tweet is antisemitic because it uses harmful labels that associate Netanyahu with anti-Semitic ideologies and claims about Israel's past as an apartheid state, thereby promoting a negative stereotype about Jews."
1155862763396354048,MatzoBalling,2019-07-29 15:28:52+00:00,0,ZioNazi,"A man in Canada threatened to massacre Jews he called 'zionazis' - a term widely used in the extreme left, while woke activists in Vancouver um and ah about the IHRA definition. @bnaibrithcanada reported a 126.7% increase in antisemitic incidents. 6/10\n https://t.co/0NgxlEmExR",Yes,"The tweet contains content that aligns with the IHRA definition of antisemitism. It describes a threatening act against a group targeted as ""zionazis,"" which is an antisemitic slur. This directly incites hatred and harm towards Jews, fitting the criteria of antisemitic behavior as defined by IHRA.",Yes,"The tweet is antisemitic according to the JDA. It uses the derogatory term ""zionazis"" to label Jews, which fits the definition of antisemitism (guideline 2). Additionally, it mentions an increase in antisemitic incidents without context, but this contributes to the overall antisemitic sentiment expressed. The use of a hateful term and concern about rising incidents both align with JDA's criteria for antisemitism."
1164178995149193223,theforeverman,2019-08-21 14:14:36+00:00,1,ZioNazi,"A good start, dear Mr #Putin, but follow it up please with material help for #Iran, under ZioNazi sanctions. It won't cost you a cent to declare Iran a military ally of Russia which means they won't dare to attack it..#CapeTown #SouthAfrica https://t.co/kLmkxOWBDB",No,"The tweet does not exhibit any form of antisemitism as defined by the International Holocaust Remembrance Alliance (IHRA). It primarily addresses political matters concerning sanctions and international alliances, without targeting Jews or making any antisemitic claims. The mention of ""Zion Nazi"" is problematic but does not inherently relate to antisemitism in the IHRA framework unless it implies a negative stereotype about Jews, which is not present here. Therefore, the tweet falls outside the scope of antisemitic behavior as per the provided definition.",No,"The tweet does not exhibit any form of antisemitism according to the Jerusalem Declaration on Antisemitism (JDA). It does not involve any discrimination, prejudice, or negative stereotypes directed at Jews. Instead, it discusses geopolitical alliances and international sanctions in a neutral manner without targeting the Jewish community. Therefore, it is not considered antisemitic under the JDA's definition."
1176532255616970757,skyguyviki,2019-09-24 16:22:03+00:00,1,ZioNazi,"‘We Will Soon Pray There’: Israeli Minister Urges Jewish Settlers to Enter Al-Aqsa""- Israeli minister Gilad Erdan\n\nZioNazisrael 🇵🇸🌊 https://t.co/tExKAgiqjQ",Yes,"The tweet employs language that could be part of a broader antisemitic narrative, particularly if it is used to justify actions against Arab settlers or communities. The term ""ZioNazisrael"" suggests anti-Semitic stereotypes, associating Israelis with Zionism and possibly implying they are acting in the interest of Jews, which aligns with antisemitic discourses that oversimplify Jewish identities into a universally opposed or evil force. This stereotyping and association can perpetuate harmful narratives directed at specific groups rather than addressing broader issues.",No,"The tweet does not constitute antisemitism according to the Jerusalem Declaration. It refers to Jewish settlers entering Al-Aqsa, a site of significant religious importance for Islam, particularly within the Quranic context. This reference is neutral and does not imply any form of discrimination or hostility against Jews based on their identity. Antisemitism involves systematic discrimination against Jews as a group, which this tweet does not reflect. Instead, it appears to be a legitimate cultural and religious statement without targeting individuals based on their Jewish heritage in an offensive manner."
1203558039535656960,Tn87171932,2019-12-08 06:12:52+00:00,1,ZioNazi,No illusion shall remain.\nIs this a clue to put the spotlight on our Dual ZioNaZi Congress who pledges allegiance to Moss@d ISrael Deep Swampy Crooks and Bl@ck NObility ???\nJust sayin  ✨🛡️😉 https://t.co/S3E3PG8eCu https://t.co/kLeV3nfGZ2 https://t.co/BUGA6ozjiO,Yes,"The tweet employs strong language and negative stereotypes against Israel, suggesting it is allied with groups like the Klan or Nazis. It uses terms such as ""Dual ZioNaZi Congress,"" ""Deep Swampy Crooks,"" and ""Black Nobility"" to imply antisemitic conspiracies. These elements align with IHRA's definition by promoting hatred towards Jews and their supporters, using negative stereotypes and suggesting problematic alliances.",Yes,"The tweet employs coded language such as ""Dual ZioNaZi Congress"" and mentions Mossad (""Moss@d ISrael"") alongside derogatory terms like ""Deep Swampy Crooks and Black NObility."" These elements target Jews with negative stereotypes, aligning with the JDA's guidelines that recognize antisemitism through essentializing traits or using coded speech to stigmatize Jewish individuals or groups. The use of such language constitutes a form of discrimination and is therefore antisemitic according to the JDA."
1110031912544940032,JCLionOfJudah,2019-03-25 04:13:26+00:00,1,ZioNazi,AMERICAN MADE AND SUPPORTED ZIONAZI RACIST ISRAEL DOESN'T REPRESENT US THE REAL JEWISH PEOPLE OF THE WORLD. https://t.co/W8XEDrdXvM,Yes,"The tweet is antisemitic as per the IHRA definition. It uses the term ""ZIONAZI"" to denigrate Zionism, which can be pejorative and tied to negative stereotypes about Jews. By stating that American-made and supported Israel doesn't represent the real Jewish people of the world, it implies a conspiracy or exaggeration regarding Jewish identity, a tactic often used in antisemitic rhetoric. Additionally, the tweet associates Israeli policies with Nazi ideology and employs double standards, all of which align with IHRA's criteria for antisemitism involving harmful stereotypes and accusations about Jewish communities.",Yes,"The tweet exhibits multiple facets of antisemitism according to the Jerusalem Declaration on Antisemitism (JDA). 

1. **Derogatory Language and Stereotypes**: The use of ""Zionazi"" is a derogatory term tied to anti-Semitic stereotypes about Jews, which are central to the JDA's definition.

2. **Essentialization**: By stating that ""AMERICAN MADE AND SUPPORTED ZIONAZI RACIST ISRAEL DOESN'T REPRESENT US THE REAL JEWISH PEOPLE OF THE WORLD,"" the tweet essentializes all Jewish people through their association with Zionism, a practice flagged by guideline A2 as problematic.

3. **Generalization and Racism**: The tweet assumes that supporting Zionism constitutes racism without considering diverse perspectives on Zionism's intentions or approaches. This aligns with guideline 2a, which criticizes such generalizations based on Jewish identity.

4. **Application to State**: The tweet applies anti-Semitic labels to Israel, using it as a tool for stigmatizing Jews, which is addressed in guidelines B6 and B7.

In summary, the tweet employs essentialization, derogatory language, and generalizations about Zionism that all fall under antisemitic behaviors as defined by the JDA."
1105187133218795521,Bigfive16,2019-03-11 19:22:00+00:00,1,ZioNazi,ZioNazis https://t.co/Vupczkum8n,No,"The tweet ""ZioNazis"" uses Yiddish terms where ""Zio"" refers to Nazi and ""Nazis"" are clear references. This associates the Nazis with Zionism (Jewish nationalism) rather than acknowledging their historical atrocities. By promoting a stereotypical association of Jews with the Nazis, it perpetuates harmful stereotypes that associate Jewish communities negatively with antisemitic actions, aligning with IHRA's definition by targeting Jews through such associations and demonizing them collectively.",Yes,"The tweet ""ZioNazis"" employs the term ""Zio Nazis,"" which is slang for Nazi-Zionists. This label associates Jews with Nazi ideology and practices, reflecting antisemitic stereotypes that equate Jews with agents of oppression and evil. According to the Jerusalem Declaration on Antisemitism (JDA), antisemitism involves linking a population, such as Jews, to forces of evil or oppressive entities. The use of this derogatory term aligns with JDA guidelines by associating Jews with negative connotations like Nazism, thus qualifying the tweet as antisemitic."
