TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1221849962377551872,DeedsWylie,2020-01-27 17:38:26+00:00,0,ZioNazi,"... Oh, and of course, ""baby killing Zionazi"" and ""k!ke""\n\nThat seems to go without saying.",Yes,"The tweet uses derogatory terms like ""baby killing Zionazi"" and ""k!ke,"" both of which target Jewish individuals or Zionist supporters with offensive language. The term ""Zionazi"" equates Jewish supporters with Nazis, reinforcing antisemitic stereotypes. Additionally, ""k!ke"" is a derogatory term for Jews, and the violent imagery in ""baby killing"" further exemplifies antisemitic speech. This content aligns with IHRA's definition of antisemitism by targeting Jewish or Zionist individuals with harmful rhetoric.",Yes,"The tweet uses two terms that are clearly antisemitic when evaluated under the JDA's guidelines. ""Zionazi"" equates Zionism with Nazism, a severe form of antisemitism by linking Jews to evil forces and implying a connection to genocide. The term ""k!ke"" is a derogatory slur targeting Jewish identity, reducing them to non-human status. These terms fall under the JDA's definition as they involve discrimination against Jews for being Jewish, using negative stereotypes, and dehumanizing language, thus constituting antisemitism."
1221428436691906560,Iqbalwaheed17,2020-01-26 13:43:27+00:00,1,ZioNazi,"@swilkinsonbc Weapon testing on civilians, only ZioNazis will do this",Yes,"The tweet uses the term ""ZioNazis,"" which equates Zionist supporters with Nazis. This compares a Jewish group to Nazis, a direct form of antisemitism as per IHRA's definition. It also accuses Jewish individuals of heinous actions, blaming them collectively, which aligns with antisemitic stereotypes and denial of individual guilt, thus meeting the criteria for antisemitism.",Yes,"The tweet uses the derogatory term ""ZioNazis,"" which equates Zionists with Nazis. This links Jews to evil forces and negative stereotypes, as outlined in JDA guidelines 2 and 3. It also serves as a coded form of antisemitism by targeting Jewish people indirectly."
1221027365607956486,Sohrab64171756,2020-01-25 11:09:44+00:00,1,ZioNazi,@borzou @ICHRCanada Probably another ZIONAZI pressure tactic.,Yes,"The tweet uses the term ""ZIONAZI,"" which combines ""Zion"" (related to Jewish identity) with ""Nazi."" This slur references antisemitic stereotypes and trivializes the Holocaust by associating Jews or Israelis with Nazis. Such language targets Jewish individuals, promoting hatred and misinformation, thereby violating the IHRA definition of antisemitism.",Yes,"The tweet uses the term ""ZIONAZI,"" which combines ""Zionist"" with a Nazi reference. This amalgamation is derogatory and links Jewish identity (as represented by Zionists) with the Nazis, a group known for atrocities. According to JDA guidelines, this is coded antisemitic speech as it targets Jews collectively with harmful comparisons. The term suggests that being Jewish involves conspiratorial or manipulative behavior, akin to the Nazis, which aligns with classic antisemitic tropes of Jewish conspiracies and collective blame. Thus, the tweet adheres to the definition of antisemitism by targeting Jews through derogatory language."
1221379782333607936,iKhaybar,2020-01-26 10:30:06+00:00,1,ZioNazi,#ZioNaziFascistsBarbaricSettlersKidnappedPalestiniansChildren 💯👇\n#ZioNaziFascistsBarbaricSettlersExecutedPalestiniansChildren 💯👇\n#IsraeliWarCrimes 💯💯👇\n#IsraeliCrimes 💯💯👇\n#GroupPalestine 🇵🇸✌\n#قروب_فلسطيني🇵🇸✌ \n#FreePalestine 🇵🇸✌ https://t.co/oC5Ug4bUJT,Yes,"The tweet employs the term ""ZioNazi,"" which conflates Zionism with Nazism, a classic antisemitic trope. This equates Jewish identity with Nazis, promoting hatred towards Jews. The hashtags and content dehumanize Jews by blaming them for atrocities, fitting the IHRA definition of antisemitism through hateful rhetoric targeting Jewish collectivity.",Yes,"The tweet uses terms like ""ZioNaziFascists"" and describes Israelis as barbaric settlers who execute and kidnap children, which applies classical antisemitic stereotypes to Israel ( guideline 6 ). This incites hatred against Israelis, tying them to evil forces ( guideline 2 ), despite not directly targeting Jews. The language exceeds legitimate criticism, crossing into antisemitic territory ( guidelines C11-C13 ). Thus, the tweet is deemed antisemitic under JDA guidelines."
1222203288222781440,ChayaJoslyn,2020-01-28 17:02:26+00:00,0,ZioNazi,"... Oh, and of course, ""baby killing Zionazi"" and ""k!ke""\n\nThat seems to go without saying.",Yes,"The tweet uses derogatory language and hate speech targeting Jewish people. The term ""baby killing Zionazi"" equates Jewish supporters of Zionism with Nazis, while ""k!ke"" is a derogatory slang for Jews. Both terms contribute to a perception that demeans and attacks Jewish individuals, thereby constituting antisemitism as defined by IHRA.",Yes,"The tweet uses the terms ""baby killing Zionazi"" and ""k!ke,"" both of which are antisemitic. ""Zionazi"" implies a conspiracy by Jewish people, akin to the Nazi regime, and dehumanizes them as baby killers. ""K!ke"" is a slang term targeting Jews. Both terms incite hostility against Jews based on their identity, in line with JDA guidelines that consider such language as antisemitic. Therefore, this tweet violates the definition of antisemitism as provided by JDA."
1222307521286766594,TheAesculapius,2020-01-28 23:56:37+00:00,1,ZioNazi,"Are you kidding? \n \nThe Zionazis control our government and the Lamestream Media , so you do the math. https://t.co/0tiimfKxrJ",Yes,"The tweet uses the term ""Zionazis,"" which is derogatory towards Zionists, and suggests that they control key institutions like government and media. This aligns with IHRA's examples of antisemitism, particularly the conspiracy theory aspect, as it falsely accuses a group of controlling societal structures. Thus, the tweet qualifies as antisemitic.",Yes,"The tweet uses the term ""Zionazis,"" which combines Zionism with a derogatory reference to Nazis. This invokes classical antisemitic stereotypes about Jewish conspiracy and control over institutions. The term suggests that Jews collectively exert undue influence, aligning with JDA guidelines that identify such language as antisemitic. Thus, the tweet qualifies as antisemitic."
1222335769894891521,veravelfalsa,2020-01-29 01:48:52+00:00,1,ZioNazi,@adammp81 @cupid23g @DeanObeidallah @realDonaldTrump Another Nazi learned verbal tactic used by Zionazis in an effort to negate the nationhood and identity of the Palestinian people.  \n\nYawn !! https://t.co/hFnYk9Cmas,Yes,"The tweet uses the term ""Zionazis"" to compare a group's actions to those of Nazis, which trivializes the Holocaust and equates Jews or Jewish supporters with Nazis. It also accuses Zionists of denying Palestinian identity, aligning with antisemitic tropes that blame a group for wrongdoing. This rhetoric reflects antisemitism by reducing historical atrocities to political tactics and collectively blaming a group for harm, fitting the IHRA definition.",Yes,"The tweet uses the term ""Zionazis,"" which compares Zionists to Nazis, a derogatory analogy that links Jewish identity to a negative stereotype. This aligns with JDA guidelines by applying classical antisemitic symbols (guideline 6) and invoking Nazi imagery in a harmful context. It also implies collective responsibility for Jews (guideline 7) and uses coded language to stigmatize Jewish groups (guideline 4). The reference could trivialize the Holocaust and attack Jewish loyalty, all of which are antisemitic actions according to the JDA."
1222529787924709376,corjoy,2020-01-29 14:39:49+00:00,1,ZioNazi,Exactly!Again the strangulation of ZioNazis Not a real peace deal”A FARCE-USA hasn’t been an honest broker in decades-How could they when there r 350 Zio 501c grps( milking US tax $)&amp; lobbyist grps who bully US govt-Lying Trump must abide by his boss weasel Adelson &amp; foreign Zios https://t.co/iby5JXxgKN,Yes,"The tweet employs several antisemitic tropes as defined by IHRA, including the equating of Zionism with Nazism, which dehumanizes Jews and spreads harmful stereotypes. It also accuses Jewish organizations of manipulating political systems, reinforcing conspiracy theories about Jewish influence. These elements fit into the IHRA examples of antisemitism, particularly those involving mendacious allegations and dehumanizing language.",Yes,"The tweet employs the term ""ZioNazis,"" which is derogatory and merges a pejorative term (""Nazis"") with an ethnic identifier (""Zio""). This links Jews to negative stereotypes. The content suggests Jewish groups are manipulative, using financial power and political influence through lobbying, aligning with antisemitic conspiracies about hidden Jewish control. Thus, it falls under antisemitism as per the JDA guidelines."
1222622184515850240,Iqbalwaheed17,2020-01-29 20:46:58+00:00,1,ZioNazi,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour ! https://t.co/cXFMCbpo3h",Yes,"The tweet employs derogatory terms like ""NetanYahoo"" and ""ZioNazis,"" which dehumanize Israeli leaders and equate Israelis with Nazis, a form of antisemitic rhetoric. It also criticizes Israel's policies as fraudulent and references the Balfour Declaration in a pejorative context, aligning with IHRA's examples of antisemitism targeting Jewish collectivities.",Yes,"The tweet contains several elements that align with the Jerusalem Declaration on Antisemitism (JDA) definition of antisemitism. It uses derogatory language (""NetanYahoo"") and terms like ""ZioNazis,"" which conflate Zionism with Nazism, a form of classic antisemitic imagery. This links Jews to forces of evil, as outlined in JDA guidelines. Additionally, the rejection of the Balfour Declaration and Israel's policies can be seen as denying Jewish rights to exist in their homeland, falling under point 10. The overall tone and use of derogatory terms cross the line into inciting hatred based on Jewish identity, thus qualifying as antisemitic."
1222622808381050885,SDGMasterglass,2020-01-29 20:49:27+00:00,1,ZioNazi,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour ! https://t.co/cXFMCbpo3h",Yes,"The tweet uses derogatory language targeting Jewish political figures (""NetanYahoo"") and employs the term ""ZioNazis,"" which equates Zionists (supporters of Israel) with Nazis. This equating is a form of demonization and anti-Semitic conspiracy-mongering, as it falsely conflates Jewish people with a genocidal regime. Additionally, the rejection of the Balfour Declaration, a key historical event for Jews, reinforces an antisemitic stance by denying Jewish rights to self-determination and collectively blaming Jews for historical wrongdoing. The tweet thus aligns with IHRA's definition of antisemitism, which includes such harmful stereotypes and demonization.",Yes,"The tweet incorporates several elements that align with the JDA's definition of antisemitism. It uses derogatory terms like ""NetanYahoo,"" which demeans a Jewish leader, and ""ZioNazis,"" merging Zionism with Nazi imagery—a classic antisemitic tactic to dehumanize Jews. Additionally, it dismisses the Balfour Declaration as a crime, reflecting an attempt to deny Jewish historical significance. This targeting of Jewish figures and events fits the JDA's criteria for antisemitism by associating Jews with negative stereotypes and conspiracies."
