TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1164563408143863808,IsraelNewsLinks,2019-08-22 15:42:07+00:00,0,Jews,Last Jews in South Sudan Finally Arrive in Israel https://t.co/jEOukHe0uT via @Algemeiner https://t.co/AhUNoKKy6n,No,"The tweet in question does not exhibit any characteristics of antisemitism as defined by IHRA. It reports a factual event about Jewish individuals being resettled in Israel and lacks any elements such as hate speech, conspiracy theories, or stereotyping. Therefore, it does not qualify as antisemitic under the provided criteria.",No,"The tweet in question reports on Jewish individuals from South Sudan arriving in Israel and is framed as a positive narrative about their relocation. There are no elements of discrimination, prejudice, hostility, or violence against Jews as Jews, nor does it involve any classical antisemitic stereotypes, conspiracy theories, or coded language. The content aligns with the principle of equality and non-discrimination, as it focuses on the well-being and migration of Jewish individuals without linking them to negative attributes or harmful generalizations about the Jewish community."
1086157625463496705,extoflove,2019-01-18 07:05:32+00:00,1,Jews,I liked a @YouTube video https://t.co/G9RAFtWqIX ISRAELI : Confesses Black Americans Are The Real Jews!!,Yes,"The tweet promotes an antisemitic perspective by redefining who constitutes a Jew, thereby delegitimizing Jewish identity and potentially inciting discrimination against Jewish communities. It conflates race with religious identity, aligning with IHRA's examples of harmful stereotypes and collective accusations against Jews.",Yes,"The tweet suggests that Black Americans are the real Jews, implying that Jewish people are not truly Jewish, which aligns with classical antisemitic tropes about substituting other groups for Jews. This substitution denies Jewish identity and falls under antisemitism as defined by the JDA, particularly points B.6 and B.10, which address the denial of Jewish existence and the application of antisemitic stereotypes."
1106877920528793601,AbdulKabir_88,2019-03-16 11:20:35+00:00,1,Jews,I am MUSLIM.\nChristians kill me in Iraq.\nBuddhist kill me in Burma.\nJews kill me in Palestine.\nHindus  kill me in Kashmir.\nAthesit kill me in New Zealand.\nBut still I am a #Terrorist.😒\n#Stop_Terrorism,Yes,"The tweet presents a narrative where various groups are accused of killing the author, including Jews in Palestine. This aligns with antisemitic tropes that collectively blame Jewish people for violence against others, fitting the IHRA definition by dehumanizing and making mendacious allegations about Jews as a collective.",Yes,"The tweet equates Jews in Palestine with violence by stating ""Jews kill me in Palestine,"" which aligns with the antisemitic narrative of Jews as attackers. This specifically invokes the classical antisemitic theme of blaming Jewish groups for harm, falling under guideline B.7 and B.10 of the JDA, thus qualifying as antisemitic."
1205452916573822976,Jon_Primett,2019-12-13 11:42:26+00:00,0,Jews,@CllrStuartT @MedwayLabour And the fact that these “anti-racists” were happy to throw Jews under the bus in the name of tribalism. That’s a key point in the debate.,Yes,"The tweet suggests that anti-racists are willing to harm Jews in pursuit of tribalism, which aligns with IHRA's definition of antisemitism. It implies that Jews are being negatively impacted by others' actions, reflecting a stereotype where Jews are targeted or blamed for negative outcomes. This aligns with the IHRA examples of making dehumanizing allegations about Jews, thus meeting the criteria for antisemitism.",Yes,"The tweet refers to ""anti-racists"" who are willing to exclude Jews for tribalistic reasons, using the metaphor of ""throwing Jews under the bus."" This implies that Jewish interests are being sacrificed, which aligns with examples of antisemitism in the JDA. Specifically, it falls under guideline 4 regarding coded speech and the broader context of section B, where criticizing actions against Jews can be seen as a form of indirect antisemitism by highlighting harm to Jewish people, thus violating the definition provided by the JDA."
1161163770439356416,waldrebe,2019-08-13 06:33:10+00:00,0,Jews,"A growing movement of American Jews is mobilizing against U.S. immigration policy across the country. ‘We’re fighting for the soul of our country, for our very humanity.' https://t.co/K7CIJ65MnR",No,"The tweet discusses American Jews advocating against immigration policies, highlighting their commitment to societal values without attributing collective blame or utilizing harmful stereotypes. IHRA defines antisemitism as involving targeting of Jewish individuals based on harmful perceptions, which isn't the case here. The statement is a political stance and not an expression of hatred towards Jews.",No,"The tweet discusses American Jews mobilizing against U.S. immigration policy, emphasizing their role in fighting for the country's soul and humanity. It does not invoke classical antisemitic tropes or exhibit coded language against Jews; instead, it highlights a political stance without negative stereotyping or linking Jews to evil forces. The focus is on advocacy rather than discrimination, thus not meeting the criteria for antisemitism as defined by JDA."
1089631985998401536,Mdwortman630,2019-01-27 21:11:24+00:00,0,Jews,The train tracks leading to #Auschwitz meant death to Jews. For being Jewish. Europe lost 2/3rds of its Jewish population at the direction of Hitler. Hate starts with propaganda. It escalates into genocide. On  #HolocaustMemorialDay we remember all genocides past &amp; present. https://t.co/H4lXl65PrL,Yes,"The tweet mentions that Europe lost two-thirds of its Jewish population ""for being Jewish,"" which aligns with the IHRA definition's examples of antisemitism by implying that Jewish identity was the target of persecution. This statement could reinforce antisemitic tropes that Jews are disproportionately targeted because of their identity, making it antisemitic.",No,"The tweet acknowledges the Holocaust, correctly refers to the loss of Jewish lives under Hitler, and uses Holocaust Memorial Day to remind people about the consequences of hatred. It does not contain any antisemitic elements as defined by the JDA, such as blaming Jews for events or using stereotypes. Instead, it reflects a commitment to remembering history to prevent future genocides."
1180271416391847936,MarkovOfGP,2019-10-05 00:00:08+00:00,0,Jews,"And thus we will rest on the Jews, and upon the earth.",Yes,"The tweet ""And thus we will rest on the Jews, and upon the earth."" uses language that targets Jewish individuals in a pejorative manner. By implying that resting occurs ""on the Jews,"" it suggests demeaning or belittling them, aligning with antisemitic tropes that degrade Jewish people. This negativity towards Jews fits within the IHRA definition of antisemitism, which includes manifestations that express hatred or discrimination against Jewish individuals. Therefore, the tweet is considered antisemitic.",Yes,"The tweet ""And thus we will rest on the Jews, and upon the earth."" contains language that can be interpreted as making a negative generalization about Jews. By suggesting that the foundation is upon Jews, it invokes antisemitic stereotypes where Jews are seen as a burden or exploited group, aligning with classic antisemitic themes of negativity towards Jewish identity. This statement reflects a pejorative view of Jews, fitting the definition of antisemitism as discrimination against Jews based on their ethnicity."
1211249595453300741,OzraeliAvi,2019-12-29 11:36:22+00:00,0,Jews,"New York: Black guy stabs multiple Jews in the latest antisemitic attack by black perpetrators, and leftists respond by demanding an investigation into “white supremacy”.\n\nClown world.",Yes,"The tweet describes an attack on multiple Jews by Black perpetrators, referencing it as ""the latest antisemitic attack."" This framing targets Jews based on their identity, fitting IHRA's definition of antisemitism. While the attackers' race is noted, the primary focus is on the victims being Jewish, making the act antisemitic regardless of the attackers' race. The mention of leftists demanding an investigation into white supremacy could reinforce broader societal biases, further aligning with antisemitic rhetoric that seeks to dehumanize or blame specific groups. Thus, this tweet qualifies as antisemitic.",No,"The tweet describes an antisemitic attack on Jews and criticizes a response tied to white supremacy. While the initial part of the tweet is about an antisemitic act, it does not contain additional content that targets Jews with stereotypes or prejudice beyond the attack itself. The latter part addresses another form of prejudice (white supremacy) without directly targeting Jews, thus not meeting the criteria for antisemitism as defined by the JDA."
1179428995865153536,KeaneDom,2019-10-02 16:12:40+00:00,0,Jews,"Whether she knows it or not, ""North London metropolitan liberal elite"" is alt-right code - shit alt right code - for Jews. My mum was a refugee to this once tolerant country from Nazism. So this son of immigrants says - it's a short lecture - fuck off. https://t.co/bko0TT9OAW",Yes,"The tweet uses coded language to target Jews by referring to a group as ""alt-right code"" specifically for Jews, which aligns with IHRA's definition of antisemitism. It employs stereotypical and dehumanizing language, demeans Jewish individuals, and incites hostility, meeting the criteria for antisemitic behavior.",Yes,"The tweet uses coded language that associates ""North London metropolitan liberal elite"" with antisemitic stereotypes of Jews, particularly through references to the alt-right and coded terms. This aligns with the JDA's guidelines on coded speech and the application of classical antisemitic stereotypes, even if done jokingly or sarcastically. The mention of the mother's refugee experience adds context that underscores the potential harm in associating such groups with antisemitic ideologies. Thus, this tweet qualifies as antisemitic based on the defined criteria."
1133467553861210112,drormosh,2019-05-28 20:18:18+00:00,0,Jews,About to take off on a Kippah Solidarity Trip to Germany - it’s times like these when Jews need to double down on their pride. \n\nWill be broadcasting from Germany with my Kippah so that the message is clear: Jews are here and proud. https://t.co/uX30vPzNYB,No,"The tweet does not exhibit antisemitic behavior as it is a positive expression of Jewish identity and pride, wearing a Kippah as a symbol of solidarity and broadcasting this message to highlight Jewish presence and pride. It does not contain any harmful stereotypes, blaming, or hateful content towards others, thus aligning with IHRA's definition which focuses on negative manifestations of antisemitism.",No,"The tweet expresses pride in Jewish identity and solidarity, which aligns with the protection of Jewish heritage under guidelines that emphasize the importance of Jewish self-respect. It does not involve any discriminatory language against Jews as a group or apply antisemitic stereotypes to Israel."
1202252816154271751,NazareneWarrior,2019-12-04 15:46:22+00:00,0,Jews,Israel was built on the idea that Jews needed a safe haven in their ancestral homeland against mass slaughter. https://t.co/72BCNhKInm,No,"The tweet provides a factual explanation of Israel's establishment as a safe haven for Jews following the Holocaust. While it references historical persecution, it does not contain elements of blaming Jews for current issues or using stereotypes. Thus, it aligns with factual history rather than meeting the criteria for antisemitism as defined by IHRA.",Yes,"The tweet references Jews seeking refuge in Israel due to historical persecution, which can reinforce negative stereotypes about Jewish victimhood and contribute to a narrative that antisemitic ideologies exploit. While not explicitly antisemitic, it touches on themes that have been used to promote antisemitism, making it potentially coded antisemitic."
