TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1255641867233837057,JohnSch77135806,2020-04-29 23:35:24+00:00,0,Jews,@DonaldJTrumpJr Mayor De Blasio has been showing hate for Jews for at least a year in his neglect to protect them. The Bible in Genesis 12:3 says those that curse the Jews will be cursed. De Blasio is cursed a horrible curse according to God�s Word https://t.co/KjAtvaDYUF,Yes,"The tweet uses a biblical reference to imply that Mayor De Blasio is cursed because he allegedly hates Jews. This involves invoking religious text to demean and stereotype Jews, aligning with antisemitic tropes that dehumanize Jewish people. The statement goes beyond criticism of Israel or Jews by asserting a direct curse on an individual based on perceived hatred towards Jews, which fits the IHRA definition of antisemitism.",Yes,"The tweet targets Mayor De Blasio for his perceived hate towards Jews, directly associating him with antisemitic behavior by referencing Genesis 12:3, a verse often used in antisemitic contexts. This links Jewish identity to negativity and curses, meeting the criteria for antisemitism as defined by JDA."
1219095633560244224,rumrot,2020-01-20 03:13:43+00:00,0,Jews,How long until there are no Jews left in France? https://t.co/SYnT5ff6tg,Yes,"The tweet ""How long until there are no Jews left in France?"" is antisemitic as it wishes for the elimination of Jewish people in France, aligning with IHRA's definition by targeting Jewish individuals and reflecting mendacious or dehumanizing attitudes toward them.",Yes,"The tweet expresses a desire for the elimination of Jews from France, which constitutes discrimination against Jews as a group. This aligns with antisemitic definitions that involve hostility and exclusionary language targeting Jews, thereby violating the principle of equality and the right to exist as Jews."
1255534763189903362,BJHeart89,2020-04-29 16:29:48+00:00,0,Jews,"Bill de Blasio sending the NYPD after Jews.  ?? Hitler-esque move, Bill.  @RudyGiuliani was a COMMON SENSE leader. Bill is on an aimless POWER TRIP.  https://t.co/UZ5RsPZXjF",Yes,"The tweet compares Mayor Bill de Blasio's actions to those of Adolf Hitler, using Nazi-associated language that evokes historical antisemitic imagery. It suggests that the NYPD is targeting Jews and criticizes de Blasio in a way that implies Jewish ambition or negative leadership qualities, aligning with harmful stereotypes and false accusations about Jewish collectivities. This aligns with IHRA's definition of antisemitism, which includes verbal attacks and Nazi comparisons that target Jewish individuals or communities.",Yes,"The tweet explicitly targets Jewish individuals by mentioning ""Jews"" in the context of being subjected to NYPD action. It compares Bill de Blasio's actions to those of Adolf Hitler, evoking the Holocaust and associating Jews with harm and oppression. This direct comparison and the use of language linking Jews to historical atrocities aligns with antisemitic principles as defined by the JDA, which includes discrimination against Jews and the use of negative stereotypes or comparisons that stigmatize Jewish people. Therefore, this tweet is deemed antisemitic."
1237886817191571456,OpinionBoob1,2020-03-11 23:43:10+00:00,0,Jews,"Laura Loomer to the gatekeeper Muslim man, �It says it�s a free public event, but you aren�t allowing Jews &amp; Christians in.  Well I�m going in anyway.�  He tries to ?? her. She says, �What R U going to do, call the Sharia Police?�  Plz Support today https://t.co/iGp2WEY628 PLZ RT https://t.co/KuIO0PMyzZ",Yes,"The tweet by Laura Loomer targets a Muslim individual and implies exclusion of Jews and Christians, suggesting religious discrimination. This aligns with IHRA's definition of antisemitism, which includes discrimination against Jewish individuals or religious groups, potentially reinforcing stereotypes about treatment of non-Muslims.",Yes,"The tweet describes an incident where Jews are excluded from entering a public event. This exclusion targets Jews specifically based on their religious identity, which constitutes discrimination and prejudice against them as Jews. According to JDA guidelines A(3), making negative generalizations or excluding individuals based on religion can be considered antisemitic. Here, the exclusion of Jews (and possibly Christians) from a public event exemplifies discriminatory behavior towards Jews, fitting the definition of antisemitism as it involves hostility towards Jews as a group. This aligns with the guidelines outlined in JDA, specifically under A(3), which addresses such forms of discrimination and prejudice."
1251170026129952769,FrenReport,2020-04-17 15:25:54+00:00,1,Jews,"Jews got prayer out the schools, pornography to saturate the culture, abortion on demand, divorce with no fault.   If something traditional in America was being beaten you can be sure there was a Jew behind it.",Yes,"The tweet uses conspiracy theories and harmful stereotypes to blame Jewish individuals for negative societal changes, aligning with IHRA's definition of antisemitism by targeting Jewish groups with baseless accusations and implying Jewish responsibility for specific issues.",Yes,"The tweet implies that Jews are responsible for various societal changes in America, such as removing prayer from schools and promoting pornography. This links Jewish influence with negative outcomes, aligning with antisemitic stereotypes where Jews are seen as having undue power over society. According to the JDA guidelines, this is considered antisemitism as it involves collective responsibility and coded language that stigmatizes Jews."
1232756954839363589,minxu0,2020-02-26 19:58:56+00:00,1,Jews,Catholics: ����____??____  /��/--/������\-- \��\ ??��(����.����)��?? �������l��??���l ���� ??       ??  Jews: ???���� ?? ??? ? ??? /?`/ ??? ?����? ( ?(???? /?����| |???? ???���? ???????_? ?? ?( ? ?? ??/��????���\,Yes,"The tweet appears to compare Catholics and Jews in a manner that may imply negative stereotypes or conspiracies about Jews. The structure of the tweet, along with symbols and unclear text, suggests an attempt to dehumanize or stereotype the Jewish community, which aligns with IHRA's definition of antisemitism. The content could be interpreted as implying that Jews have hidden influence over societal institutions, a common antisemitic trope. Therefore, based on the context and structure, this tweet is considered antisemitic.",Yes,"The tweet employs encoded language and symbolic characters that have historically been associated with antisemitic stereotypes and imagery. According to JDA guidelines, particularly B.3, the use of such symbols constitutes an antisemitic manifestation. The inclusion of these elements, which are often used to promote harmful stereotypes or coded messages targeting Jews, aligns with the definition of antisemitism as discrimination against Jewish people or their institutions. Therefore, this tweet meets the criteria outlined in JDA for being antisemitic."
1248695046628671488,EmmanuelCohen65,2020-04-10 19:31:13+00:00,0,Jews,@spikedonline @Tom_Slater_ We Jews are NEVER out to get you goyim!,Yes,"The tweet uses the derogatory term ""goyim,"" which is pejorative language targeting non-Jews. While the statement aims to correct a stereotype, the use of this term contributes to antisemitic rhetoric by reinforcing negative perceptions of non-Jews as inferior or there to be feared. This aligns with IHRA's definition of antisemitism, which includes dehumanizing language and negative stereotypes about Jews or non-Jews, particularly when they target individuals based on their identity.",Yes,"The tweet uses the derogatory term ""goyim"" to refer to non-Jews and asserts that Jews are not out to harm them. This reinforces negative stereotypes where Jews are seen as superior or having special knowledge, aligning with classic antisemitic ideas of Jewish conspiracies or superiority. The use of Yiddish terminology adds a layer of coded language that can perpetuate harmful stereotypes, fitting the JDA's criteria for antisemitism."
1248743112937275392,aust_toni,2020-04-10 22:42:13+00:00,1,Jews,@Mondoweiss @Keir_Starmer @UKLabour 1.8 mio Jews (haredim) say: https://t.co/yXePo7gWLB,Yes,"The tweet references 1.8 million Haredi Jews and tags several political figures, which could be interpreted as collectively blaming them for a specific stance without context. This aligns with IHRA's definition of antisemitism, especially regarding accusations against a Jewish group based on their beliefs or actions, potentially reinforcing negative stereotypes or conspiracy theories.",Yes,"The tweet references 1.8 million Haredim Jews and their purported statements, potentially stereotyping or negatively generalizing about this group. If the linked content applies antisemitic stereotypes to Haredim, particularly in relation to Israel, it aligns with JDA guidelines that classify such behavior as antisemitic. This includes collective responsibility or negative portrayals based on Jewish identity, falling under points 7 and 10 of the JDA, which define such actions as discriminatory and hostile towards Jews. Therefore, the tweet is considered antisemitic."
1221501586599366656,stacyjostacyjo,2020-01-26 18:34:07+00:00,0,Jews,"For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit.  1Co 12:13 KJV.",No,"The tweet references a biblical verse that emphasizes unity among diverse groups, including Jews and Gentiles. It does not contain any content that targets Jewish individuals with hatred or negative stereotypes. The verse is interpreted as a message of togetherness rather than antisemitism.",No,"The tweet quotes a Bible passage that discusses spiritual unity, emphasizing that both Jews and Gentiles are part of one body through baptism into the Spirit. This passage does not promote any negative stereotypes about Jews or reflect classical antisemitic themes. It instead focuses on religious unity without targeting Jewish people in a discriminatory manner. Therefore, according to the JDA definition, this tweet is not considered antisemitic."
1214978347060670465,any1butCorbyn,2020-01-08 18:33:05+00:00,0,Jews,@h_jineen So u call for the murder of Jews? . Tsk tsk @TwitterSafety @TwitterSupport,Yes,"The tweet in question explicitly calls for the murder of Jews. This is a direct and harmful expression that targets Jewish individuals and involves violence, which aligns with the IHRA definition of antisemitism as it includes manifestations that harm Jewish communities. The language used incites violence and reflects a hatred towards Jews, fulfilling the criteria outlined by IHRA. Therefore, this tweet meets the criteria for being antisemitic.",Yes,"The tweet directly calls for the murder of Jews, which is an explicit act of hostility and discrimination against Jewish individuals. This aligns with the JDA's definition of antisemitism, as it involves violence against Jews as a group based on their religious identity."
