TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1220283735213510656,abhayka74264251,2020-01-23 09:54:48+00:00,0,Jews,"Mostly appreciated, especially coming, on that day, from our friends in #India. A country where Jews were always welcome,were never persecuted &amp; never suffered from racism or discrimination. Thank You, India https://t.co/umDZnOl31S",No,"The tweet expresses appreciation for India's welcoming attitude towards Jews, acknowledging its history of non-persecution and lack of discrimination. It does not contain any language or implications that dehumanize Jews, accuse them of conspiracies, deny the Holocaust, or impose stereotypes. Instead, it highlights a positive aspect of Jewish history in India, which aligns with promoting understanding rather than antisemitism.",No,"The tweet acknowledges India's welcoming and non-discriminatory treatment of Jews historically, which is a positive statement. Antisemitism requires negative discrimination against Jews, which isn't present here. The focus on appreciation and historical fact aligns with non-antisemitic principles, as per JDA guidelines."
1221068253335654400,blurbwriter,2020-01-25 13:52:12+00:00,0,Jews,"Hey @IfNotNowOrg..\n\nYour vicious &amp; shameful campaign against Jews who live in Judea &amp; Samaria has really inspired me..\n\nIn YOUR HONOR I'll donate 5 trees to be planted in Judea &amp; Samaria, the heartland of 🇮🇱 Israel.🌳🌳🌳🌳🌳\n\nhttps://t.co/OirQiRHiEC\n\nAm Yisrael Chai! https://t.co/KLGQhlygOa",No,"The tweet in question criticizes an organization's actions targeting Jewish individuals in Judea and Samaria but does not express antisemitic beliefs. It focuses on the organization's policy rather than promoting hate towards Jews as a whole. According to the IHRA definition, this falls within permissible criticism of specific actions without escalating to antisemitism, which requires hatred or negative stereotypes about Jews.",Yes,"The tweet targets @IfNotNowOrg for their campaign against Jews in Judea and Samaria, criticizing it as ""vicious & shameful."" This criticism implies collective blame on Jewish individuals due to their ethnicity, aligning with antisemitic principles outlined in the JDA. It reflects hostility towards Jews for their identity, which violates the antisemitism definition by targeting them as a group based on race or religion."
1249184200638574593,KidrauhlARMYs,2020-04-12 03:54:56+00:00,0,Jews,You’re literally trying to be so problematic. Jews fast. Catholic fast. Christians fast. Educate yourself boo https://t.co/RC3DGfX92r,No,"The tweet in question compares fasting practices of different religious groups, including Jews, Catholics, and Christians. While it uses the term ""problematic,"" it does not explicitly target Jewish individuals or collectively accuse them of wrongdoing or harmful stereotypes. Instead, it critiques a manner of discussion rather than promoting antisemitic beliefs or behaviors as outlined by IHRA's definition. Therefore, this tweet does not qualify as antisemitic under IHRA's criteria.",No,"The tweet does not contain any statements that single out Jews for discrimination or hostility. It mentions fasting practices common to various religious groups, including Jews, Catholics, and Christians, without implying negative stereotypes or linking Jews to harmful characteristics. The use of ""problematic"" is not directed at Jews specifically but appears to be a general critique, and there's no indication of antisemitic tropes or coded language targeting Jews."
1213486197852397570,iqbalmahat,2020-01-04 15:43:49+00:00,0,Jews,"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.\n\nNothing can be achieved when the society remains chained by irrational fears. We need to break these chains &amp; free ourselves. https://t.co/8chfQZbl7w",Yes,"The tweet includes ""Jews"" as one of several groups listed with terms like ""crosses,"" ""transgenders,"" ""tudung,"" ""serban,"" ""pluralism,"" and ""babi."" This grouping could imply a negative stereotyping or scapegoating of Jews, aligning with IHRA's definition of antisemitism, which involves dehumanizing or blaming Jewish groups for societal issues. The mention of irrational fears equating Jews with other groups suggests a broader context where Jews are unfairly targeted as part of societal concerns, fitting the criteria of antisemitism.",Yes,"The tweet explicitly mentions ""fear of the Jews,"" which fits under guideline 3 of the JDA. This fear is directed at Jewish identity and can be seen as an example of antisemitic utterance, as it generalizes negatively against Jews, aligning with the definition provided."
1212610654907125760,EarthlingNathan,2020-01-02 05:44:44+00:00,0,Jews,"@Smitty7of7 @featherplus68 @JohnFugelsang Scary thing is: Nazis used ""Jews killed Jesus"" to justify truly evil behavior ""avenging"" their god of Abraham.\n\nEspecially bad, considering immortal gods CAN'T be sacrificed!\n\nIf the Bible be true, Jesus took a harmless 3-day vacation for our sins, then made us ALL immortal.",Yes,"The tweet invokes the antisemitic trope of blaming Jews for killing Jesus (blood libel), which is a harmful stereotype used historically to justify persecution. While the tweet attempts humor and critique, it references a conspiracy theory that has been exploited by antisemitic groups. This aligns with IHRA's definition of antisemitism, which includes dehumanizing claims about Jews and their role in historical events. Thus, the tweet is considered antisemitic as it regenerates harmful stereotypes.",No,"The tweet does not exhibit antisemitic content as defined by the JDA. It critiques a historical antisemitic claim used by Nazis without promoting hatred or prejudice against Jews. Instead, it satirizes the notion that Jesus was killed by Jews, highlighting its irrationality rather than inciting antisemitism."
1232002045122613249,JoelMartinRubin,2020-02-24 17:59:11+00:00,0,Jews,"Progressive Jews, unite! \n\nThis Wednesday night (Feb 26th, 9pm ET) is our first #JewsForBernie Organizing Call --&gt;\n\nRegister here to learn more: https://t.co/YsAWBy7z8q\n\nTogether, we will elect the #FirstJewishPresident in the history of this country. If not now, when? https://t.co/K7pBkgbIgv",No,"The tweet is not antisemitic because it does not contain any content that reflects hatred towards Jews or involves negative stereotypes, conspiracy theories, or Holocaust denial. Instead, it promotes political participation and solidarity among Jewish individuals in support of a candidate, which is a form of community organizing and does not meet the criteria for antisemitism as defined by IHRA.",No,"The tweet does not exhibit antisemitic behavior as per the JDA definition. It focuses on supporting a political candidate and uniting Jewish individuals in a political effort, which doesn't involve any negative stereotyping of Jews or classical antisemitic elements like conspiracy theories or evil associations."
1214638656264142848,GammaBolt,2020-01-07 20:03:17+00:00,0,Jews,"U.S. soldier killed in Kenya, Trump says nothing.\n\nJews attacked in New York, Trump stays quiet.\n\nEarthquakes affect millions of U.S. citizens in Puerto Rico, zero from Trump.\n\nIt’s not that he’s not our President, it’s that we’re not his constituents.\n\nHe doesn’t care about us.",No,"The tweet does not contain any content that meets the IHRA definition of antisemitism. It critiques Trump's response to various events, including an attack on Jews in New York, but it does not use antisemitic language or target Jewish individuals with hatred or stereotypes. The mention of Jews being attacked is noted critically but without spreading harmful misinformation or demonstrating prejudice against Jews as a group.",Yes,"The tweet contains antisemitic elements by targeting Jewish people with a implied hostility towards them based on their identity. It suggests that Trump's lack of response to the attack on Jews in New York demonstrates his indifference, which aligns with prejudice against Jews as a group. This fits under the JDA guidelines regarding hostility or discrimination against Jews, falling under point 3 and reinforcing antisemitic rhetoric."
1213010002580922368,callmestair,2020-01-03 08:11:35+00:00,0,Jews,"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.\n\nNothing can be achieved when the society remains chained by irrational fears. We need to break these chains &amp; free ourselves. https://t.co/8chfQZbl7w",Yes,"The tweet includes a line that directly mentions ""fear of Jews,"" which aligns with the IHRA definition by targeting Jewish individuals with irrational fear. While it doesn't explicitly state hatred, it collectively associates Jews with being feared, potentially indicating a negative perception that fits antisemitic criteria as outlined in the examples provided.",Yes,"The tweet includes ""fear of Jews"" among several other listed fears. According to the JDA definition, any discrimination against Jews as Jews can be considered antisemitic. While the tweet does not explicitly state antisemitic beliefs or classic stereotypes, listing fear of Jews alongside other groups could imply a broader pattern of irrational or bigoted attitudes towards Jewish people. This aligns with the JDA's guidelines on antisemitism, which includes any form of discrimination based on Jewish identity, even if contextually neutral. Therefore, the inclusion of ""fear of Jews"" in this list may constitute an indirect form of antisemitic expression as defined by the JDA."
1248241876005724161,cjm427,2020-04-09 13:30:29+00:00,0,Jews,"Really something just profoundly moving to consider all of the awful, dangerous conditions under which Jews have had seders throughout the millenia and how a seder in a pandemic over Zoom is a kind of a link in a chain back through that history.",No,"The tweet reflects a contemplative recognition of the resilience of Jewish traditions despite historical hardships. It does not express hatred, blame, or deny Jewish history and experiences. The mention of seders throughout history and during a pandemic, especially over Zoom, is done to highlight continuity rather than to demean or attack Jewish people. There is no indication of antisemitic tropes, stereotypes, or dehumanizing language.",No,"The tweet reflects on the historical hardships faced by Jewish communities during Passover celebrations, including the impact of a pandemic. It acknowledges the struggles without targeting Jews negatively or applying antisemitic stereotypes. The content is a reflection on history and does not demean or stigmatize Jews, thus adhering to JDA guidelines that allow for such expressions without being considered antisemitic."
1221886349835456514,cesar_clavijo16,2020-01-27 20:03:02+00:00,0,Jews,Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s. https://t.co/ufVU73Rmmd,No,"The tweet does not exhibit antisemitic behavior as defined by IHRA. It accurately presents a historical fact about exclusionary policies against Jewish immigrants in the 1930s without introducing any hateful or conspiratorial elements. The content is educational and based on factual history, thus not meeting the criteria for antisemitism.",Yes,"The tweet references a historical event where European Jews were excluded from the U.S. in the 1930s on Holocaust Remembrance Day. This could reinforce antisemitic stereotypes by suggesting Jewish influence or control over immigration policies without providing context, aligning with classical antisemitic tropes and potentially contributing to negativity towards Jews."
