TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1298658674664243200,MRDIRK49,2020-08-26 16:28:50+00:00,0,Jews,"No Response From Rep. Ilhan Omar: Some Constituents Say Jews Spread #Covid  Hey, @Ilhan will you go public and speak out against this?  via @JennieSTaer https://t.co/8r2dz451Od",Yes,"The tweet references a conspiracy theory that implicates Jews in spreading Covid-19. This aligns with IHRA's definition of antisemitism, which includes blaming Jewish individuals or communities for societal issues. Such content reinforces harmful stereotypes and meets the criteria outlined in IHRA's examples of contemporary antisemitism.",Yes,"The tweet implies that Jews are responsible for spreading Covid-19, which aligns with classical antisemitic stereotypes linking Jews to harmful events. This is considered antisemitism as it targets Jews as a group with negative, harmful associations. It falls under guideline 2 by suggesting Jews possess hidden power or responsibility for adverse events and under guideline 4 as an indirect form of antisemitism through negative generalization."
1284926254093864960,EPICFEMINIST69,2020-07-19 19:01:06+00:00,0,Jews,In the Ottoman Empire Dhimmis (non-Muslim believers i.e. Christians and Jews) had to by law step aside to allow Muslims to pass them on streets and roads. https://t.co/kGLEAaDZXZ,No,"The tweet discusses historical practices during the Ottoman Empire, specifically the requirement for Dhimmis (non-Muslims) to step aside. While this practice included Jews, the tweet does not present this as a contemporary example of blaming Jews or dehumanizing them. It focuses on historical context rather than current accusations against Jews, thus not meeting IHRA's criteria for antisemitism.",No,"The tweet discusses historical events from the Ottoman Empire, specifically addressing the treatment of Dhimmis, which included Jews. It provides factual information about a past policy without applying it to modern Jews or suggesting any negative stereotypes. This context falls under evidence-based historical criticism as outlined in the JDA guidelines (point 13), which protects such discussions as non-antisemitic."
1295983459672834051,_samisaviv,2020-08-19 07:18:29+00:00,0,Jews,"This was posted on Facebook to warn Jews in the Lewisham area about Nicky Murray @Lizzy_Twizzy's antisemitism, incitement and abuse.  Please share same to the Telegraph Hill Noticeboard group on FB.  https://t.co/KIQOBukXrM  #NeverAgain #nosafespaceforjewhate   #samidoyourthing https://t.co/vzTQKau7wp",Yes,"The tweet raises concerns about antisemitism towards Jews, using specific language and hashtags that align with IHRA's definition. It warns of antisemitic behavior, potentially reinforcing stereotypes and creating an unsafe environment for Jewish individuals, thus falling under antisemitic discrimination as per IHRA guidelines.",No,"The tweet's primary purpose is to alert Jewish individuals about potential antisemitism, aiming to inform and protect rather than incite harm. While the hashtags may have concerning implications, the tweet itself does not exhibit hostile intent towards Jews. It serves as a warning, aligning with informative rather than discriminatory behavior."
1264036904271577088,srk1959,2020-05-23 03:34:17+00:00,0,Jews,"RT @PrisonPlanet: If there's anyone I love more than Brits, it has to be Jews every time. And it's a close call.",No,"After analyzing the tweet, it does not qualify as antisemitic according to the IHRA definition. The content expresses a preference for Jews over Brits, highlighting them positively without any negative or harmful implications. While it may reinforce stereotypes, IHRA's examples focus on negative aspects like blaming Jews for issues or using harmful stereotypes. This tweet, however, is more of a compliment and does not meet the criteria for antisemitism as defined.",Yes,"The tweet expresses a preference for Jews over Brits, which can be seen as making a sweeping positive generalization about Jews. This aligns with JDA guidelines that identify such utterances as antisemitic when they involve positive stereotypes or superior treatment of Jews. The statement could perpetuate classical antisemitical themes by implying a racialized preference for Jews, thus constituting discrimination against non-Jews and promoting Jewish supremacy, all of which are covered under antisemitism as defined by the JDA."
1284942972560330759,aquamarina24,2020-07-19 20:07:32+00:00,0,Jews,"John Lewis, Freedom Sunday for Soviet Jews: ""Tell Mr Gorbachev to open the doors, open the gates: Let the people out. As long as one Jew is denied the right to emigrate, as long as one Jew is denied the right to be Jewish in the Soviet Union, we all are Jews in the Soviet Union."" https://t.co/PRAtO487uZ",No,"The tweet advocates for Jewish rights and freedom of emigration in the Soviet Union, aligning with human rights principles rather than expressing antisemitic sentiments. It does not contain any content that targets Jews negatively or promotes hatred, thus not fitting the IHRA definition of antisemitism.",No,"The tweet from John Lewis supports the rights of Soviet Jews to emigrate and practice their Judaism freely. It does not contain any discriminatory language or negative stereotypes about Jews. Instead, it advocates for freedom and human rights, aligning with principles that oppose antisemitism rather than promote it. Therefore, according to the JDA definition, this tweet is not antisemitic."
1298821532781670402,Patriot59821291,2020-08-27 03:15:59+00:00,0,Jews,Things don't happen so easily.  It took 2K+ yrs for Jews to get Israel.  It took 50+ yrs for us to get political freedom.  It takes 9 months for child birth.  Civilisational issues are NOT dinner menus to be refreshing.  Determination &amp; Ability to fight long term to achieve them.,No,"The tweet does not exhibit antisemitic behavior. It compares the time taken for various achievements—Israel's establishment, political freedom, and childbirth—using metaphorical language about ""dinner menus,"" which refers to complexity rather than targeting Jewish people. There are no elements of conspiracy-mongering, Holocaust denial, or stereotyping Jews that would align with antisemitic criteria as defined by IHRA. The comparison is general and not directed at any group, thus avoiding the characteristics of antisemitism.",No,"The tweet compares the time it took for different groups to achieve their objectives but does not target Jews as a group with antisemitic content. It focuses on historical timelines without invoking stereotypes or linking Jews to negative concepts. Therefore, it doesn't meet the criteria for antisemitism as defined by the JDA."
1271653456248557569,HAVUGIYAREMYEV3,2020-06-13 03:59:44+00:00,1,Jews,JEWS HAD NEEDED THEIR SUICIDAL BLOODTHIRSTY PSYCHOPATH MENTAL DISORDER DIAGNOSIS AND TREATMENT COMMITMENT FOR THE WORLD SAFETY IF MEDICAL FIELD EVER WORKED. https://t.co/0xmayr5mX5,Yes,"The tweet uses dehumanizing language to describe Jews as having a suicidal, bloodthirsty psychopathic mental disorder, which is a harmful stereotype. This statement targets Jews with negative traits and implies that their inherent qualities pose a threat to world safety. It aligns with IHRA's examples of antisemitism by promoting conspiracy-like ideas about an entire group, thus qualifying as antisemitic.",Yes,"The tweet employs derogatory language that stereotyped Jews as having a ""suicidal bloodthirsty psychopath mental disorder,"" which dehumanizes and stigmatizes the Jewish community. This reflects classic antisemitic tropes of linking Jews to harmful or evil traits, essentializing negative characteristics about an entire group, and using harsh language to denigrate them, thereby violating the JDA guidelines against antisemitism."
1267125562457247745,soldivi1,2020-05-31 16:07:30+00:00,0,Jews,"Gonna come out here and say it:  Fellow Jews, racism towards Black people is an issue in our community too.  You have a responsibility to listen to us, learn from us, and make us feel welcome in the community.  The othering and erasure of black Jews needs to stop.",No,"The tweet addresses an issue within the Jewish community regarding racism against Black individuals and calls for inclusivity and action to stop ""othering"" and erasing Black Jews. It does not reflect antisemitic behavior as defined by IHRA, which involves targeting Jews with hatred or discrimination. Instead, it focuses on promoting social change and inclusivity without any negative stereotyping or blaming of Jewish people.",No,"The tweet addresses the issue of racism within the Jewish community towards Black people and calls for an end to othering and erasure of Black Jews. It does not promote antisemitic ideas, conspiracy theories, or hostile stereotypes about Jews. Instead, it focuses on addressing internal community issues and advocating for inclusivity, which aligns with non-antisemitic behavior as defined by the JDA."
1299935651069128704,JackBentonSr,2020-08-30 05:03:05+00:00,0,Jews,Majority of American Jews in Full Page New York Times Ad: �Unequivocally: Black Lives Matter.� by Jewish organizations say: black lives matter https://t.co/IvJcK4rUpa,No,"The tweet discusses American Jews and Jewish organizations expressing support for Black Lives Matter through a full-page advertisement in The New York Times. This statement is about solidarity and racial justice, not hatred or discrimination against Jews. There are no elements in the tweet that align with IHRA's definition of antisemitism, such as conspiracy theories, Holocaust denial, or collective blame directed at Jews. Instead, it reflects positive engagement in social issues, which does not constitute antisemitism.",No,"The tweet in question does not exhibit any characteristics of antisemitism as per the Jerusalem Declaration on Antisemitism (JDA). It is a statement of solidarity from Jewish individuals and organizations supporting Black Lives Matter. This stance reflects support for a social cause rather than any form of discrimination, prejudice, or hostility against Jews. The JDA guidelines emphasize that antisemitism involves treating Jews with discrimination or hostility as Jews, which is not the case here. The content is about collective support and does not involve any negative generalizations, stereotypes, or actions aimed at Jews. Therefore, the tweet does not qualify as antisemitic under the provided definition."
1293242128651304960,FiddyTrunk,2020-08-11 17:45:25+00:00,1,Jews,"In other news, Nick Cannon has stated that he �deeply regrets� the antisemitic comments he made about Jews �controlling Hollywood and the music industry.� Jewish representatives accepted Mr. Cannon�s apology and have decided to allow him to work again. https://t.co/4KaOcC16MW",Yes,"The tweet references Nick Cannon's antisemitic comments about Jews controlling Hollywood and the music industry. According to the IHRA definition, such statements are considered antisemitic as they involve conspiracy theories blaming a Jewish collective for societal issues. Therefore, the tweet contains content that meets the criteria for antisemitism.",Yes,"The tweet refers to Nick Cannon making antisemitic comments about Jews controlling Hollywood and the music industry. According to the JDA, this type of statement aligns with classical antisemitic stereotypes, specifically Guideline 2, which highlights conspiracy theories linking Jews to controlling various industries. Such remarks are considered antisemitic as they reflect negatively on Jewish identity by attributing power and control over specific sectors, fitting the definition of discrimination against Jews as Jews. Thus, the tweet is antisemitic."
