TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Decision,IHRA_Explanation,JDA_Decision,JDA_Explanation
1345842253827350529,FxVorster,2021-01-03 21:19:32+00:00,0,Israel,"Israel has been repackaging Pfizer's large vaccine consignments, on the fly, to reach more less densely populated areas without any more wastage. https://t.co/Ssa3GZxXai https://t.co/ByeMaCp8M9",No,"The tweet discusses Israel's repackaging of Pfizer vaccines as a policy decision by the Israeli government. It does not contain any elements that fit the IHRA definition of antisemitism, such as conspiracy theories, blaming Jews for harm, or using stereotypes against Jews. The content is neutral and factual without targeting Jewish individuals or institutions.",No,"The tweet discusses Israel's actions regarding vaccine distribution, specifically about repackage Pfizer vaccines to reach less populated areas. This is a factual and neutral statement about Israel's policies without mentioning anything related to Jews, Jewish characteristics, or conspiracy theories. There are no antisemitic elements such as stereotypes or coded language targeting Jews. The content focuses on efficient logistics and doesn't involve any discrimination against Jews or their institutions. Therefore, it does not fit the definition of antisemitism according to JDA guidelines."
1345432149437112325,ImmortallRyan,2021-01-02 18:09:56+00:00,0,Israel,"@neontaster @JZarif @realDonaldTrump Chances are these stuff happens more in US and Israel, in fact chances are you wouldn't even be here if your mom wasn't an alcoholic, just saying",Yes,"The tweet makes use of stereotypes that link an individual's personal background, specifically their mother's alcoholism, to their presence in a place like Israel or the US. This could be interpreted as targeting Jewish individuals (notably @JZarif) with a stereotype based on their perceived Jewish identity. Additionally, it compares negative events in the US and Israel, which aligns with IHRA's examples of antisemitism that involve blaming specific groups for issues. The combination of these elements fits the definition of antisemitism as it targets individuals based on their background and links them to broader groups or events.",Yes,"The tweet references a Jewish individual (@JZarif) and makes a derogatory comment about his mother's alcoholism. This targets him personally, using his Jewish identity to attack his family member, aligning with antisemitic principles that involve prejudice against Jews based on their identity."
1345768342611750913,Julianpcole,2021-01-03 16:25:50+00:00,1,Israel,The cruel and inhumane realities of an apartheid state. \n\nPalestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | Israel | The Guardian https://t.co/2G3Js9sOnX,No,"The tweet criticizes Israeli policies regarding vaccine distribution, specifically highlighting that settlers receive priority over Palestinians. While this critique addresses the actions of the state and its policies, it does not target Jewish individuals or use antisemitic stereotypes or dehumanizing language towards Jews. Instead, it focuses on political issues related to how resources are allocated within Israel. IHRA's definition of antisemitism involves targeting Jewish individuals or communities, which isn't the case here. Therefore, based on the provided context and examples from IHRA, this tweet does not constitute antisemitism.",Yes,"The tweet uses the term ""apartheid state"" while describing Israel's exclusion of Palestinians from Covid vaccine access. While JDA allows criticism of Israeli policies (C13), it also warns against using language that dehumanizes or racializes Jews. The term ""apartheid,"" historically linked to racial segregation, can reinforce antisemitic tropes by associating Israeli policies with systemic oppression, potentially targeting Jews as a group. This use risks crossing into antisemitic territory by implying a racial hierarchy where non-Jews (Palestinians) are subordinate, aligning with classical antisemitic stereotypes. Thus, the tweet's language could be seen as demonizing Israel and its policies towards Palestinians, thereby reflecting antisemitic undertones."
1345300569276092416,DenbrotS,2021-01-02 09:27:04+00:00,0,Israel,"@CaslerNoel @realDonaldTrump The Alt Right plans on banishing Jews of America to Israel, when in their sick, delusional minds they assume power behind an aspiring despot like Trump or Hawley.\nThey interpret Zionism as facilitating that objective.\nIn reserve, they fantasize about concentration camps.",Yes,"The tweet contains elements that align with antisemitic tropes as defined by IHRA. It suggests a conspiracy where Jewish people are being moved to Israel through force, uses dehumanizing language about those who hold such beliefs, and references concentration camps, which ties into Holocaust-related antisemitism. These factors collectively indicate the presence of antisemitic ideology in the tweet.",Yes,"The tweet incorporates several elements from the JDA's antisemitic guidelines. It describes a scenario where Jewish Americans are forcibly relocated to Israel, which reflects a form of discrimination against Jews. It also associates Zionism with manipulative political intentions by referring to figures like Trump and Hawley, implying Jewish influence in a negative context. Furthermore, the mention of concentration camps evokes Holocaust-related antisemitic imagery, contributing to the overall characterization of Jews as part of a harmful agenda. These elements collectively align with the definition of antisemitism as discrimination against Jews for attributes related to their Jewish identity, thus classifying the tweet as antisemitic."
1345298932558139392,OurWorldInData,2021-01-02 09:20:34+00:00,0,Israel,How fast are different countries vaccinating their population against COVID?\n\nIsrael: 11.6%\nUK: 1.5%\nUS: 0.9%\nGermany: 0.2%\nWorld: 0.13%\n\n→ Data for more countries you find  in our COVID vaccine dataset here:\nhttps://t.co/3imP7PqURn https://t.co/Lc3KEGHh4q,No,"The tweet presents factual information comparing COVID-19 vaccination rates across countries, including Israel. It does not contain any language or implications that target Jews or promote stereotypes about them. There is no mention of conspiracies, negative attributions, or denial of historical facts regarding Jews. Thus, it does not meet the criteria for antisemitism as defined by IHRA.",No,"The tweet in question presents a factual comparison of COVID-19 vaccination rates across various countries, including Israel. This comparison does not involve any discriminatory language or imagery directed at Jews or Jewish institutions. The data is presented neutrally and objectively without any reference to Jewish identity or stereotypes. Therefore, it does not meet the criteria for antisemitism as defined by the Jerusalem Declaration on Antisemitism (JDA)."
1346138380900429824,14wombat1,2021-01-04 16:56:14+00:00,0,Israel,"Yemen:\nEvery indication from incoming Pres.Biden-Secy.Blinken's perception of US policy tbat new initiatives2end this senseless war of Saudi Arabia with Britain,the European Union&amp;Israel as participants.\nIran will(likely)need to show diplomacy theTaliban lacked in Afghanistan. PE https://t.co/49yCQi2pKg",No,The tweet discusses geopolitical policies and criticisms of certain countries' actions but does not contain any content that specifically targets Jews or employs anti-Semitic stereotypes or conspiracy theories. It focuses on political perspectives rather than any form of hatred or discrimination against Jewish people or their institutions.,No,"After carefully analyzing the tweet in accordance with the JDA definition, I conclude that it does not exhibit antisemitic characteristics. The tweet discusses geopolitical issues involving Saudi Arabia, Britain, the EU, Israel, and Iran without targeting Jews or using antisemitic tropes. It focuses on policy criticisms and comparisons, which are addressed under the non-antisemitic examples in section C of the JDA guidelines. Thus, there is no indication of antisemitism here."
1345434254138880001,tovahlazaroff,2021-01-02 18:18:17+00:00,0,Israel,Report: Israel raises military state of alert on various fronts ahead of the anniversary of Soleimani’s assassination. https://t.co/jD2OW7lw8k,No,"The tweet reports on Israel's military alert status related to the anniversary of General Soleimani's assassination, a non-Jewish individual. It does not mention Jews or involve any anti-Semitic rhetoric, stereotypes, or conspiracy theories. Thus, it doesn't align with IHRA's definition of antisemitism.",No,"The tweet reports on Israel's military actions in response to the anniversary of Soleimani's assassination without mentioning Jewish people or applying antisemitic stereotypes. It does not contain any references that could be interpreted as discrimination, prejudice, hostility, or violence against Jews. Therefore, it is not considered antisemitic according to the JDA definition."
1345290508650876928,SPoormannetje,2021-01-02 08:47:06+00:00,1,Israel,"@SkyNews Israel has been stealing nuclear secrets and covertly making bombs since the 1950s. And western governments, including Britain and the US, turn a blind eye. But how can we expect Iran to curb its nuclear ambitions if the Israelis won't come clean? #Israel \nhttps://t.co/ybqy9ENTAX",Yes,"The tweet targets Israel, a Jewish state, by accusing it of covert activities and implying a double standard in handling nuclear programs. It uses stereotypes suggesting Jews/Israel are involved in harmful actions without directly invoking Nazi comparisons but still reflects antisemitic tropes by collectively blaming a Jewish entity for negative behavior. This aligns with IHRA's definition of antisemitism, which includes such accusations against Jewish collectives.",Yes,"The tweet contains implications that align with classical antisemitic stereotypes by suggesting a secret Jewish threat and implying complicity from Western governments. This plays into the idea of Jews possessing hidden power, which is a cornerstone of antisemitism as defined by the JDA guidelines. Therefore, it qualifies as antisemitic."
1346133719338414080,jonahbalfour,2021-01-04 16:37:43+00:00,0,Israel,"@yoda This is going to happen a lot. The doses expire pretty quickly at room temperature and need to be thrown out if not used in time, so it's better to find a random person to inject rather than throw them out. Here in Israel they grabbed a pizza delivery guy off the street.",No,"The tweet discusses the disposal of expired doses by suggesting injecting a random person instead of discarding them. It humorously mentions using a pizza delivery guy as an example from Israel. While it uses a relatable scenario, there's no antisemitic content targeting Jewish individuals or using stereotypes. The mention of Israel doesn't imply conspiracy or blame towards Jews; it's a general observation without harmful intent or context. Thus, the tweet isn't antisemitic according to IHRA's definition.",No,"The tweet does not contain any content that meets the criteria for antisemitism as defined by the JDA. It humorously comments on the situation with expired vaccine doses and Israel's vaccination strategy without targeting Jews or applying antisemitic stereotypes. There are no elements of classical antisemitism, such as racializing or stigmatizing Jews, nor any coded references that would imply antisemitic beliefs. The content is a satirical observation rather than an expression of prejudice or hostility towards Jewish people."
1346221862607597573,azembassyus,2021-01-04 22:27:58+00:00,0,Israel,"#Azerbaijan has been home to #Jews for centuries, while #Israel and Azerbaijan have enjoyed flourishing ties for decades, preceding the past year’s rising tide of normalization between Israel and other Muslim-majority countries. https://t.co/36uCSpJnDv via @JNS_org",No,"The tweet in question does not exhibit any characteristics of antisemitism as defined by the International Holocaust Remembrance Alliance (IHRA). It highlights historical context about Jewish communities in Azerbaijan and positive diplomatic ties between Israel and Azerbaijan. There are no dehumanizing remarks, false accusations, or negative stereotypes about Jewish people. The content is factual and celebratory, focusing on mutual respect and cultural/ political relations. Thus, it does not meet the criteria for antisemitism as outlined by IHRA.",No,"The tweet does not contain any antisemitic content as per the JDA definition. It acknowledges historical Jewish presence in Azerbaijan and discusses Israel's diplomatic ties with that country, focusing on factual historical and geopolitical matters rather than any discriminatory or stereotype-based content against Jews. The tweet does not involve classical antisemitic elements such as negative stereotypes, conspiracy theories, or racialization of Jews. It is a neutral statement about history and international relations."
