TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Binary_7B,JDA_Binary_7B,IHRA_Binary_8B,JDA_Binary_8B,text_length,IHRA_FP_7B,IHRA_FP_8B,JDA_FP_7B,JDA_FP_8B,length_bin
1224025761092448257,NinjaAlex420,2020-02-02 17:44:17+00:00,0,Israel,@stranahan KnowMoreNews isn't confident enough to debate me that Jesuits control Israel not Jews https://t.co/rAFfEKOsLo,0,0,1,1,120,0,1,0,1,81-120
1224677205306818561,MGSheikh8,2020-02-04 12:52:53+00:00,0,Israel,"Opinion: No One in Israel Knew They Were Committing a Massacre, and They Didn't Care\n\nGideon Levy\nhttps://t.co/2Itgo9cuTE",0,0,1,0,124,0,1,0,0,121-160
1214278369338109953,elianebis1,2020-01-06 20:11:38+00:00,0,Israel,"https://t.co/LTB0zidzM9 When #TheCloudOfGod appeared in the days of Moses,  He took the children of Israel from Egypt to the Canaan through tremendous judgement of the Egyptians. GOD is coming back to judge SIN again.",0,0,1,1,217,0,1,0,1,201-240
1216390039065780225,MikeReeseM,2020-01-12 16:02:39+00:00,0,Israel,From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.,0,1,1,1,138,0,1,1,1,121-160
1217968301118234626,Real_Xi_Jinping,2020-01-17 00:34:06+00:00,0,Israel,@regretjap123 @RomanticDesert @BowlClogger69 Diaspora Boy vs Israel man https://t.co/wkgI4fXmnG,0,0,1,1,95,0,1,0,1,81-120
1233523876606468099,rockapepolitics,2020-02-28 22:46:24+00:00,0,Israel,The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.,0,1,1,1,268,0,1,1,1,241-280
1230635175152799744,PINKItsJustMe,2020-02-20 23:27:44+00:00,0,Israel,God told me to eat like Israel,0,0,1,0,30,0,1,0,0,0-80
1218093403398987776,legant66,2020-01-17 08:51:13+00:00,0,Israel,"RT Mondoweiss ""RT AliAbunimah: The operative who admits that the Israel lobby “slaughtered” JeremyCorbyn is so embarrassed by this confession video that he is trying to remove copies from the internet, including the one published by intifada. Watch i… https://t.co/40Gbc1zdwK""",0,0,1,0,276,0,1,0,0,241-280
1214738916902879233,waybaby,2020-01-08 02:41:41+00:00,0,Israel,"3. Example: In 2012, assassins kill an Iranian nuclear chemist (likely directed by Israel). Iran promises revenge. \n\nWhere does the ultimate revenge take place? \n\nA month later in Georgia, India and Thailand where Israeli diplomats are targeted with bombs\n\nhttps://t.co/qeL7jkzQhd https://t.co/qEkQP7ddG4",0,0,1,1,310,0,1,0,1,281-320
1237621208696283141,atifgaya,2020-03-11 06:07:44+00:00,0,Israel,"Trump banned Muslim and African immigrants.\nTrump sanctified Israel war crimes in Palestine.\nTrump withdrew US from Paris Climate Accord.\nTrump gave record tax cut to the rich.\nTrump cut welfare programs.\nTrump lauded Nazis as ""fine people""\n\nNone of these things Biden did as VP! https://t.co/ccVt36UUwA",0,1,1,0,310,0,1,1,0,281-320
1213294713807294465,fiercefreckled,2020-01-04 03:02:56+00:00,0,Israel,"Here’s WHY Trump’s Admin entertains the thought of war w Iran.  I’d like to ADD one more:\nIt makes Israel, Russia &amp; Saudi Arabia VERY happy, but for different reasons. For Russia+Saudis it jacks up the price of oil, their largest industry&amp;the Israelis nemesis has ALWAYS been Iran https://t.co/4HfVptBXpY",0,0,1,1,313,0,1,0,1,281-320
1229675902176505856,Julien_MS,2020-02-18 07:55:56+00:00,0,Israel,Israel shot 8 year-old Malek Issa between the eyes after he bought a sandwich from a shop: it was no accident; it's what israeli soldiers do https://t.co/b4pF92eCIB,0,0,1,1,164,0,1,0,1,161-200
1215679094903451655,susanjfeingold,2020-01-10 16:57:37+00:00,0,Israel,"#BDS#supporters ""pervasive anti-Semitic rhetoric among boycott supporters that too often equates all things Israel and Jewish with the oppression of Palestinian rights."" @jstreetdotorg",0,1,1,1,184,0,1,1,1,161-200
1225811967526539265,mirabarhillel,2020-02-07 16:02:02+00:00,0,Israel,"Israel's gunmen turned 155 Gazans into amputees &amp; paralysed 27 in just 2yrs: when specialist treatment was needed, israel forbid that too https://t.co/qZioHeHLpg",0,0,1,0,165,0,1,0,0,161-200
1215645404978667520,Yadi_Singh,2020-01-10 14:43:44+00:00,0,Israel,israel won’t let me in to palestine to see my family but random western christians who have no connection to the land have a “birthright” lmao ok https://t.co/S3qfe4BolW,0,0,1,1,169,0,1,0,1,161-200
1242568527812481027,levinepmc,2020-03-24 21:46:37+00:00,0,Israel,So much for the big Israel apartheid lie. https://t.co/Bn9dh6fzNY,0,0,1,1,65,0,1,0,1,0-80
1225396178767904770,MehdiRizvi123,2020-02-06 12:29:50+00:00,0,Israel,*_What Israel gains:_*\n\n_▪️Settlers will no longer be subject to military management._\n_▪️Settlement limitations will be removed in the future._\n_▪️Israel will control 30% of the West Bank._\n\n*_What the U.S will give Israel:_*\n\n_▪️Consent for Israel’s control over settlements._,0,0,1,0,286,0,1,0,0,281-320
1232021876215554051,solomon54299685,2020-02-24 19:17:59+00:00,0,Israel,"@imshin They look not bad despite the genocide that Israel is committing. They eat well, get married, kiss, shoot and cry. https://t.co/2xDMZvu88A",0,0,1,1,146,0,1,0,1,121-160
1246608969692377089,plivecalmest,2020-04-05 01:21:53+00:00,0,Israel,🐰   #MAGA The limit of Israel by and large might have been due to a bad A E S T H E T I C rawr xd FAKE ! 🐴 ✋ 👢 👰 🙊 ✨ 🌻 🚦 👊 🚑 😼 ,0,0,1,0,128,0,1,0,0,121-160
1245380657293012992,HenMazzig,2020-04-01 16:01:01+00:00,0,Israel,@EricLeiderman @Mdais iSrAel iS iN EurOPe,0,0,1,0,41,0,1,0,0,0-80
1231035584799526915,SaifHasan21,2020-02-22 01:58:49+00:00,0,Israel,"This Israeli girl said\n\n""they have a university in Gaza, they're not opressed""\n\nWhere is the correlation?\n\nIsrael doesn't allow Gaza to export gas or anything out of Gaza, they live in an open air prison. https://t.co/sy4h9IYUxL",0,0,1,0,234,0,1,0,0,201-240
1215018103622365184,IgG1purifier,2020-01-08 21:11:04+00:00,0,Israel,"BREAKING: Ilhan “Israel hypnotizes the world” Omar admits that when she seeks sanctions against Israel it’s really “economic warfare.”\n\nIlhan, your antisemitism is showing. https://t.co/og37ZcTGyw",0,1,1,1,198,0,1,1,1,161-200
1222270776671338496,esneet4113,2020-01-28 21:30:36+00:00,0,Israel,"#Trump Plan: \n\n• Conditional state for Palestinians\n• Jerusalem undivided capital for Israel, but Palestinians capital somewhere in E J\n• Conceptual map \n• Only Netanyahu on podium\n• No Saudi or Jordan or Palestinian or Egypt representation in room  https://t.co/pd3gpAZnla",0,0,1,1,279,0,1,0,1,241-280
1231141483618668544,HenshawBlaZe,2020-02-22 08:59:37+00:00,0,Israel,Lool the only higher power that has a covenant with Israel is Britain and American. Considering they the God ma of the planet as we have it today. Yeah God got a covenant with Israel,0,0,1,1,182,0,1,0,1,161-200
1217914471005544450,nlygo,2020-01-16 21:00:12+00:00,0,Israel,Unbelievable. At Tower Hamlets. Once again anti-Israel Corbynites are attacking the definition of #antisemitism. They just want the right to hate Jews and are unhappy the council disagree with them. Expect trouble this evening. https://t.co/00sd3fxfJb,0,1,1,1,251,0,1,1,1,241-280
1222708257648594944,chismosa2212,2020-01-30 02:29:00+00:00,0,Israel,Uh oh! Big story on pro-Israel money in politics. I guess everyone who talks about it is now anti-semitic like @IlhanMN. https://t.co/9ZJcU21MKg,0,0,1,1,144,0,1,0,1,121-160
1247908016097300481,Dylan_newball,2020-04-08 15:23:50+00:00,0,Israel,"Hear, O Israel: The Lord our God, the Lord is one. https://t.co/WPXFQGGZqx",0,0,1,0,74,0,1,0,0,0-80
1215105616114606080,1Dittlinger,2020-01-09 02:58:49+00:00,0,Israel,"Trump: #Democrats in Congress Are #Antisemitic,’ ‘Totally Against Israel’ https://t.co/3iOc28nAXu via @BreitbartNews",0,0,1,1,116,0,1,0,1,81-120
1248586574809489408,PixieHalos,2020-04-10 12:20:11+00:00,0,Israel,Labour’s @Keir_Starmer will soon learn lesson @JeremyCorbyn didn't heed: No amount of capitulation to Israel lobby can ever be enough. These enemies of basic human rights and dignity for Palestinians take every concession as an invitation to demand more. https://t.co/uWIqYgPePx,0,0,1,1,278,0,1,0,1,241-280
1251274412722012161,anne_tappe,2020-04-17 22:20:42+00:00,0,Israel,When the U.S. alerted Israel and NATO about the coronavirus IN NOVEMBER -- why did Trump not tell us so we could prepare?  Why did he not tell the governors so they could prepare?,0,0,1,0,179,0,1,0,0,161-200
1218592289422864384,kak0phony,2020-01-18 17:53:36+00:00,0,Israel,"At only 6 years old, Bernard Sanders founded the state of Israel. https://t.co/Cn1eUm036F",0,0,1,1,89,0,1,0,1,81-120
1232498140277657600,pkdof,2020-02-26 02:50:30+00:00,0,Israel,"Jews in America are less concerned by our embassy in Israel than in Bernie Sanders’ amplification of antisemites who call for the destruction of Israel. Unfortunate framing of the question, @CBS #SCDebate",0,1,1,1,204,0,1,1,1,201-240
1227372243195441152,jjcjmc,2020-02-11 23:22:00+00:00,0,Israel,Israel cannot escape all of international law all of the time https://t.co/M529KntMiS,0,0,1,1,85,0,1,0,1,81-120
1222706435647295488,Mambonista,2020-01-30 02:21:45+00:00,0,Israel,Suspect in Attacks on Three Jewish Women in Brooklyn Faces Federal Hate Crimes Charges | Jewish &amp; Israel News https://t.co/LbMK9WPjHJ #Antisemitism #NeverAgain https://t.co/wD5FxUQU1t,0,0,1,0,187,0,1,0,0,161-200
1226915799736057866,jonathanwien,2020-02-10 17:08:16+00:00,0,Israel,@TimesofIsrael The trump con game is strong💪 sucks that israel is getting involved in it. At least with 44 you kinda knew where he stood.,0,0,1,0,137,0,1,0,0,121-160
1254818054028001281,canarymission,2020-04-27 17:01:52+00:00,0,Israel,.@UMassBoston professor John Hess wrote a blog post encouraging readers to consider a similarity between Israel and Nazi Germany. #DangerousProfessors\nhttps://t.co/jyMPosI0la https://t.co/u0vid1HcZL,0,0,1,1,199,0,1,0,1,161-200
1212618490978480128,JewRussophile,2020-01-02 06:15:52+00:00,0,Israel,"Ehud Barak, former Israel Prime Minister &amp; business partner of Mossad agent Jeffrey Epstein, visiting Epstein’s compound.   Any questions? https://t.co/7UZgShaUP7",0,0,1,0,166,0,1,0,0,161-200
1230461168147423234,LelandSpears1,2020-02-20 11:56:18+00:00,0,Israel,"Meanwhile in the UK, students are being fed all the information they need to hate Israel and become antisemites. @HodderSchools you are enabling antisemitism.  A curse on your house. https://t.co/gZ9fW17XjH",0,0,1,1,206,0,1,0,1,201-240
